id_e,scope,source,created_at,publish_time,text,keywords,text_length,domain,element,primary_emotion,emotion_intensity,polarity_hint,intensity,urban_value,l1_confidence,has_location,location_mentioned,relevance,relevance_category,like_count,comment_count,tags,url,time_label,area_seed,area_tag,lon,lat,x_cgcs2000,y_cgcs2000,spatial_hotspot,spatial_type,score,polarity,l2_confidence,emotion_type,category,target_type,target_detail
e1193,xiling_wujia,dianping,2025-09-15T05:19:59+08:00,2025-09-15T05:19:59+08:00,学校新换了课桌椅，孩子们开心,"课桌椅,新换,开心,学校,孩子",14,urban_governance,service,喜爱,1.0,positive,1.0,medium,0.97,True,宜昌,relevant,餐饮服务,5,3,餐饮相关,,T2,专业包面,main,111.3184,30.6702,530512.8,3.3944592e+06,专业包面,餐饮服务,0.99,Very Positive,0.14,喜悦满意,喜悦满意,,
e1194,xiling_wujia,12345,2025-10-04T21:25:18+08:00,2025-10-04T21:25:18+08:00,新修的滨江绿道走起来很舒服，规划得不错,"新修,绿道,滨江,舒服,不错",19,urban_operation,facility,喜爱,0.86,positive,0.86,medium,0.86,True,宜昌,relevant,交通设施服务,4,2,公共停车场,,T2,宜昌老公交公司停车场,main,111.2876,30.7086,527548.4,3.3987005e+06,宜昌老公交公司停车场,交通设施服务,0.83,Very Positive,0.19,喜悦满意,喜悦满意,,
e1195,xiling_wujia,dianping,2025-09-15T21:34:32+08:00,2025-09-15T21:34:32+08:00,滨江公园散步看江景很惬意，环境真好,"江景,滨江,惬意,散步,公园",17,urban_operation,environment,满足,1.0,positive,1.0,high,0.79,True,宜昌,relevant,餐饮服务,0,3,餐饮相关,,T2,聚翁幸福家宴,main,111.2946,30.6885,528222.6,3.3964785e+06,聚翁幸福家宴,餐饮服务,1.0,Very Positive,0.17,喜悦满意,喜悦满意,,
e1196,xiling_wujia,weibo,2025-09-28T22:19:35+08:00,2025-09-28T22:19:35+08:00,社区医院服务态度很好，点赞,"点赞,服务态度,社区,医院",13,urban_operation,service,满足,1.0,positive,1.0,medium,0.95,True,宜昌,relevant,商务住宅,2,2,住宅小区,,T2,北辰明珠,main,111.3226,30.7408,530896.9,3.4022865e+06,北辰明珠,商务住宅,0.98,Very Positive,0.13,喜悦满意,喜悦满意,,
e1197,xiling_wujia,meituan,2025-09-30T15:45:16+08:00,2025-09-30T15:45:16+08:00,这条路修好后通畅多了，赞,"修好,通畅,这条",12,urban_governance,facility,期待,1.0,positive,1.0,medium,0.8,True,宜昌,relevant,住宿服务,6,0,三星级宾馆,,T2,丽佳商务酒店(宜昌三峡大学店),main,111.3017,30.7337,528888.4,3.401491e+06,丽佳商务酒店(宜昌三峡大学店),住宿服务,0.94,Very Positive,0.12,喜悦满意,喜悦满意,,
e1198,xiling_wujia,meituan,2025-09-20T20:22:23+08:00,2025-09-20T20:22:23+08:00,维修预约了一周都没人上门,"预约,上门,维修,没人,一周",12,urban_governance,service,失望,1.0,negative,1.0,high,0.97,True,宜昌,relevant,休闲娱乐,0,1,体育休闲服务场所,,T2,IN99 PARTY BOX,main,111.3107,30.6745,529770.06,3.394929e+06,IN99 PARTY BOX,休闲娱乐,0.06,Very Negative,0.12,不满抱怨,不满抱怨,,
e1199,xiling_wujia,xiaohongshu,2025-09-28T19:48:07+08:00,2025-09-28T19:48:07+08:00,普普通通,普普通通,4,urban_operation,culture,中性,0.2,neutral,0.2,high,0.92,True,宜昌,relevant,住宿服务,6,5,宾馆酒店,,T2,艾特假日酒店(宜昌东站店),main,111.3588,30.6554,534392.4,3.39282e+06,艾特假日酒店(宜昌东站店),住宿服务,0.5,Neutral,0.04,其他,其他,,
e1200,xiling_wujia,meituan,2025-10-04T11:49:08+08:00,2025-10-04T11:49:08+08:00,夜市开市了，烟火气十足，热闹,"夜市,烟火,十足,开市,热闹",14,urban_operation,event,满足,1.0,positive,1.0,low,0.96,True,宜昌,relevant,风景名胜,12,2,公园,,T2,半岛森林公园,main,111.3138,30.7037,530059.06,3.3981708e+06,半岛森林公园,风景名胜,0.96,Very Positive,0.14,喜悦满意,喜悦满意,,
e1201,xiling_wujia,meituan,2025-09-29T19:30:19+08:00,2025-09-29T19:30:19+08:00,社区医院服务态度很好，点赞,"点赞,服务态度,社区,医院",13,urban_operation,service,满足,1.0,positive,1.0,medium,0.81,True,宜昌,relevant,餐饮服务,0,1,宾馆酒店,,T2,宜洋大酒店,main,111.3383,30.741,532393.1,3.4023058e+06,宜洋大酒店,餐饮服务,0.98,Very Positive,0.13,喜悦满意,喜悦满意,,
e1202,xiling_wujia,weibo,2025-09-15T13:43:28+08:00,2025-09-15T13:43:28+08:00,江水有异味，怀疑有排污,"异味,排污,江水,怀疑",11,urban_renewal,environment,愤怒,1.0,negative,1.0,high,0.91,True,宜昌,relevant,住宿服务,1,10,宾馆酒店,,T2,鑫东商务酒店(宜昌三峡职院欧亚达家居金东山店),main,111.3177,30.6968,530439.25,3.3974078e+06,鑫东商务酒店(宜昌三峡职院欧亚达家居金东山店),住宿服务,0.07,Very Negative,0.11,不满抱怨,不满抱怨,,
e1203,xiling_wujia,meituan,2025-09-30T15:27:57+08:00,2025-09-30T15:27:57+08:00,历史建筑修缮得很用心,"修缮,用心,建筑,历史",10,urban_governance,culture,满足,1.0,positive,1.0,high,0.81,True,宜昌,relevant,商务住宅,7,0,住宅小区,,T2,铁路和谐佳苑,main,111.3825,30.6574,536658.6,3.3930505e+06,铁路和谐佳苑,商务住宅,0.97,Very Positive,0.1,怀旧认同,怀旧认同,,
e1204,xiling_wujia,12345,2025-09-26T11:12:43+08:00,2025-09-26T11:12:43+08:00,感觉一般,"感觉,一般",4,urban_operation,event,好奇,0.27,neutral,0.27,medium,0.97,True,宜昌,relevant,体育休闲服务,43,5,口腔医院,,T2,汪万年口腔(珍珠路),main,111.2814,30.7155,526955.4,3.3994615e+06,汪万年口腔(珍珠路),体育休闲服务,0.55,Neutral,0.04,其他,其他,,
e1205,xiling_wujia,meituan,2025-09-23T22:15:14+08:00,2025-09-23T22:15:14+08:00,快递丢件了客服推诿扯皮,"丢件,扯皮,快递,推诿,客服",11,urban_renewal,service,愤怒,1.0,negative,1.0,medium,0.88,True,宜昌,relevant,商务住宅,23,3,住宅小区,,T2,恒大帝景,main,111.3161,30.681,530291.2,3.3956512e+06,恒大帝景,商务住宅,0.01,Very Negative,0.11,不满抱怨,不满抱怨,,
e1206,xiling_wujia,meituan,2025-09-28T23:38:13+08:00,2025-09-28T23:38:13+08:00,学校新换了课桌椅，孩子们开心,"课桌椅,新换,开心,学校,孩子",14,urban_operation,service,喜爱,1.0,positive,1.0,medium,0.96,True,宜昌,relevant,公司企业,2,11,公司,,T2,长江宜昌航道工程局,main,111.3098,30.6815,529683.94,3.3957025e+06,长江宜昌航道工程局,公司企业,0.99,Very Positive,0.14,喜悦满意,喜悦满意,,
e1207,xiling_wujia,dianping,2025-09-15T16:15:21+08:00,2025-09-15T16:15:21+08:00,社区医院服务态度很好，点赞,"点赞,服务态度,社区,医院",13,urban_renewal,service,满足,1.0,positive,1.0,high,0.96,True,宜昌,relevant,商务住宅,4,0,住宅小区,,T2,福星惠誉金色华府,main,111.3819,30.6309,536611.4,3.3901165e+06,福星惠誉金色华府,商务住宅,0.98,Very Positive,0.13,喜悦满意,喜悦满意,,
e1208,xiling_wujia,12345,2025-10-04T17:06:43+08:00,2025-10-04T17:06:43+08:00,停车场收费贵还找不到位，真坑,"真坑,停车场,收费,到位",14,urban_operation,facility,失望,1.0,negative,1.0,high,0.85,True,宜昌,relevant,生活服务,14,0,生活服务场所,,T2,三峡大学接待中心,main,111.3082,30.7297,529520.06,3.4010442e+06,三峡大学接待中心,生活服务,0.02,Very Negative,0.14,不满抱怨,不满抱怨,,
e1209,xiling_wujia,meituan,2025-09-15T12:46:19+08:00,2025-09-15T12:46:19+08:00,停车场收费贵还找不到位，真坑,"真坑,停车场,收费,到位",14,urban_renewal,facility,失望,1.0,negative,1.0,low,0.87,True,宜昌,relevant,金融保险服务,3,4,招商银行,,T2,招商银行(宜昌云集支行),main,111.2933,30.696,528100.94,3.397306e+06,招商银行(宜昌云集支行),金融保险服务,0.02,Very Negative,0.14,不满抱怨,不满抱怨,,
e1210,xiling_wujia,dianping,2025-09-23T01:42:00+08:00,2025-09-23T01:42:00+08:00,博物馆展览内容丰富，值得一看,"值得一看,展览,博物馆,丰富,内容",14,urban_governance,culture,期待,1.0,positive,1.0,low,0.82,True,宜昌,relevant,商务住宅,5,1,住宅小区,,T2,宜化山语城二期,main,111.3268,30.6755,531319.1,3.3950475e+06,宜化山语城二期,商务住宅,0.96,Very Positive,0.14,喜悦满意,喜悦满意,,
e1211,xiling_wujia,xiaohongshu,2025-10-02T22:00:08+08:00,2025-10-02T22:00:08+08:00,灯光秀很震撼，点赞,"点赞,震撼,灯光",9,urban_operation,event,满足,1.0,positive,1.0,medium,0.89,True,宜昌,relevant,购物服务,12,0,综合市场,,T2,三峡文化城,main,111.3208,30.6958,530737.1,3.3972905e+06,三峡文化城,购物服务,1.0,Very Positive,0.09,喜悦满意,喜悦满意,,
e1212,xiling_wujia,xiaohongshu,2025-09-25T08:14:44+08:00,2025-09-25T08:14:44+08:00,公交站牌更新了，线路清楚多了,"公交站,线路,更新,清楚",14,urban_operation,facility,期待,0.66,positive,0.66,low,0.98,True,宜昌,relevant,餐饮服务,0,2,中餐厅,,T2,泄滩立福包子铺(弘洋·东郡A区店),main,111.3551,30.6397,534038.9,3.3910805e+06,泄滩立福包子铺(弘洋·东郡A区店),餐饮服务,0.73,Positive,0.14,喜悦满意,喜悦满意,,
e1213,xiling_wujia,meituan,2025-09-17T09:39:40+08:00,2025-09-17T09:39:40+08:00,普通,普通,2,urban_governance,service,好奇,0.242,neutral,0.242,medium,0.91,True,宜昌,relevant,体育休闲服务,10,3,口腔医院,,T2,众大汇口腔,main,111.298,30.694,528555.75,3.3970888e+06,众大汇口腔,体育休闲服务,0.53,Neutral,0.02,其他,其他,,
e1214,xiling_wujia,xiaohongshu,2025-09-21T23:30:00+08:00,2025-09-21T23:30:00+08:00,施工扬尘太大，不敢开窗,"扬尘,开窗,施工,太大,不敢",11,urban_operation,environment,愤怒,1.0,negative,1.0,high,0.84,True,宜昌,relevant,交通设施服务,9,2,公交车站相关,,T2,李家湖路(公交站),main,111.3528,30.6439,533814.06,3.391547e+06,李家湖路(公交站),交通设施服务,0.07,Very Negative,0.11,不满抱怨,不满抱怨,,
e1215,xiling_wujia,xiaohongshu,2025-09-28T07:33:57+08:00,2025-09-28T07:33:57+08:00,文创产品同质化严重，没意思,"文创,同质化,没意思,严重,产品",13,urban_governance,culture,失望,0.91,negative,0.91,high,0.89,True,宜昌,relevant,商务住宅,1,0,住宅小区,,T2,星苑,main,111.2799,30.7095,526808.8,3.398802e+06,星苑,商务住宅,0.22,Negative,0.13,不满抱怨,不满抱怨,,
e1216,xiling_wujia,dianping,2025-09-28T20:17:50+08:00,2025-09-28T20:17:50+08:00,便利店 24 小时营业，方便,"24,便利店,营业,方便,小时",14,urban_renewal,service,喜爱,0.82,positive,0.82,high,0.92,True,宜昌,relevant,科教文化服务,1,1,中学,,T2,东山中学,main,111.3,30.7031,528737.75,3.398097e+06,东山中学,科教文化服务,0.81,Very Positive,0.14,喜悦满意,喜悦满意,,
e1217,xiling_wujia,weibo,2025-09-23T23:30:58+08:00,2025-09-23T23:30:58+08:00,店员热情周到，购物体验好,"热情周到,店员,购物,体验",12,urban_governance,service,喜爱,1.0,positive,1.0,medium,0.78,True,宜昌,relevant,体育休闲服务,24,0,综合医院,,T2,惠民医院,main,111.329,30.6668,531532.7,3.3940782e+06,惠民医院,体育休闲服务,0.99,Very Positive,0.12,喜悦满意,喜悦满意,,
e1218,xiling_wujia,dianping,2025-09-28T21:56:01+08:00,2025-09-28T21:56:01+08:00,剧院演出水准很高，推荐,"水准,剧院,演出,推荐",11,urban_governance,culture,期待,1.0,positive,1.0,low,0.98,True,宜昌,relevant,政府机构及社会团体,3,2,车辆管理机构,,T2,宜昌市公安局交通管理支队,main,111.3736,30.6743,535804.0,3.3949285e+06,宜昌市公安局交通管理支队,政府机构及社会团体,0.99,Very Positive,0.11,喜悦满意,喜悦满意,,
e1219,xiling_wujia,xiaohongshu,2025-09-16T20:03:56+08:00,2025-09-16T20:03:56+08:00,博物馆展览内容丰富，值得一看,"值得一看,展览,博物馆,丰富,内容",14,urban_planning,culture,喜爱,1.0,positive,1.0,medium,0.88,True,宜昌,relevant,金融保险服务,4,5,交通银行,,T2,交通银行(宜昌分行),main,111.2915,30.6936,527929.4,3.3970435e+06,交通银行(宜昌分行),金融保险服务,0.96,Very Positive,0.14,喜悦满意,喜悦满意,,
e1220,xiling_wujia,12345,2025-09-20T07:13:27+08:00,2025-09-20T07:13:27+08:00,这家老字号味道正宗，强烈推荐,"老字号,强烈推荐,正宗,味道,这家",14,urban_operation,service,期待,0.9,positive,0.9,medium,0.89,True,宜昌,relevant,政府机构及社会团体,0,7,公安警察,,T2,宜昌市公安局,main,111.3285,30.6767,531480.44,3.3951725e+06,宜昌市公安局,政府机构及社会团体,0.85,Very Positive,0.14,怀旧认同,怀旧认同,,
e1221,xiling_wujia,dianping,2025-10-01T00:47:57+08:00,2025-10-01T00:47:57+08:00,剧院音响效果差，失望,"音响效果,剧院,失望",10,urban_operation,culture,失望,0.83,negative,0.83,medium,0.84,True,宜昌,relevant,商务住宅,1,2,住宅小区,,T2,万豪中心,main,111.3631,30.6552,534802.0,3.3927985e+06,万豪中心,商务住宅,0.26,Negative,0.1,失望厌恶,失望厌恶,,
e1222,xiling_wujia,meituan,2025-09-27T10:35:36+08:00,2025-09-27T10:35:36+08:00,剧院音响效果差，失望,"音响效果,剧院,失望",10,urban_operation,culture,愤怒,0.83,negative,0.83,medium,0.79,True,宜昌,relevant,政府机构及社会团体,11,3,公司,,T2,宜昌市交通运输局,main,111.3098,30.6924,529685.44,3.3969098e+06,宜昌市交通运输局,政府机构及社会团体,0.26,Negative,0.1,失望厌恶,失望厌恶,,
e1223,xiling_wujia,weibo,2025-09-17T14:08:50+08:00,2025-09-17T14:08:50+08:00,也就那样吧,那样,5,urban_operation,facility,好奇,0.242,neutral,0.242,low,0.82,True,宜昌,relevant,住宿服务,6,12,旅馆招待所,,T2,宜昌东升旅馆,main,111.3109,30.7344,529773.1,3.4015745e+06,宜昌东升旅馆,住宿服务,0.53,Neutral,0.05,其他,其他,,
e1224,xiling_wujia,meituan,2025-09-29T15:36:09+08:00,2025-09-29T15:36:09+08:00,万达广场品牌全，逛着舒服,"万达,舒服,广场,品牌",12,urban_renewal,service,喜爱,1.0,positive,1.0,medium,0.91,True,宜昌,relevant,金融保险服务,10,1,中国建设银行,,T2,中国建设银行(宜昌江海路支行),main,111.3019,30.6844,528930.8,3.396025e+06,中国建设银行(宜昌江海路支行),金融保险服务,0.98,Very Positive,0.12,喜悦满意,喜悦满意,,
e1225,xiling_wujia,12345,2025-09-29T03:22:13+08:00,2025-09-29T03:22:13+08:00,价格普通,"普通,价格",4,urban_governance,culture,中性,0.298,neutral,0.298,high,0.81,True,宜昌,relevant,体育休闲服务,21,5,专科医院,,T2,宜昌春华牛皮癣中医专科医院,main,111.3562,30.6535,534139.8,3.3926095e+06,宜昌春华牛皮癣中医专科医院,体育休闲服务,0.57,Neutral,0.04,其他,其他,,
e1226,xiling_wujia,meituan,2025-10-03T11:09:16+08:00,2025-10-03T11:09:16+08:00,街道两旁的银杏秋天特别美,"银杏,秋天,两旁,街道,特别",12,urban_operation,environment,喜爱,1.0,positive,1.0,high,0.92,True,宜昌,relevant,商务住宅,1,1,住宅小区,,T2,东南岸,main,111.3443,30.665,533000.1,3.3938808e+06,东南岸,商务住宅,0.99,Very Positive,0.12,喜悦满意,喜悦满意,,
e1227,xiling_wujia,meituan,2025-09-24T16:58:21+08:00,2025-09-24T16:58:21+08:00,营业十二小时,"十二,营业,小时",6,urban_operation,service,好奇,0.242,neutral,0.242,low,0.91,True,宜昌,relevant,体育休闲服务,0,1,三级甲等医院,,T2,宜昌市中心人民医院伍家院区门诊住院部,main,111.3005,30.6864,528788.8,3.3962485e+06,宜昌市中心人民医院伍家院区门诊住院部,体育休闲服务,0.47,Neutral,0.06,其他,其他,,
e1228,xiling_wujia,meituan,2025-09-18T13:19:54+08:00,2025-09-18T13:19:54+08:00,剧院音响效果差，失望,"音响效果,剧院,失望",10,urban_renewal,culture,愤怒,0.83,negative,0.83,medium,0.85,True,宜昌,relevant,交通设施服务,10,7,公交车站相关,,T2,绿萝路(公交站),main,111.2939,30.7091,528158.2,3.3987642e+06,绿萝路(公交站),交通设施服务,0.26,Negative,0.1,失望厌恶,失望厌恶,,
e1229,xiling_wujia,dianping,2025-09-22T13:49:14+08:00,2025-09-22T13:49:14+08:00,一般水平,"水平,一般",4,urban_operation,service,好奇,0.298,neutral,0.298,high,0.84,True,宜昌,relevant,政府机构及社会团体,16,5,公司,,T2,宜昌市城区烟草专卖局,main,111.2884,30.7035,527631.3,3.3981392e+06,宜昌市城区烟草专卖局,政府机构及社会团体,0.43,Neutral,0.04,其他,其他,,
e1230,xiling_wujia,weibo,2025-09-27T09:53:26+08:00,2025-09-27T09:53:26+08:00,演出取消也没提前通知，坑,"演出,取消,提前,通知",12,urban_governance,event,失望,1.0,negative,1.0,medium,0.8,True,宜昌,relevant,生活服务,16,0,生活服务场所,,T2,玺耳古法采耳文化体验馆(星光天地店),main,111.2919,30.6958,527962.44,3.3972868e+06,玺耳古法采耳文化体验馆(星光天地店),生活服务,0.02,Very Negative,0.12,不满抱怨,不满抱怨,,
e1231,xiling_wujia,meituan,2025-09-18T03:27:27+08:00,2025-09-18T03:27:27+08:00,历史建筑修缮得很用心,"修缮,用心,建筑,历史",10,urban_operation,culture,期待,1.0,positive,1.0,high,0.96,True,宜昌,relevant,交通设施服务,5,1,公交车站相关,,T2,深圳路(公交站),main,111.3087,30.7056,529576.44,3.3983715e+06,深圳路(公交站),交通设施服务,0.97,Very Positive,0.1,怀旧认同,怀旧认同,,
e1232,xiling_wujia,12345,2025-09-28T07:25:53+08:00,2025-09-28T07:25:53+08:00,文创市集热闹又有创意，点赞,"文创,点赞,市集,创意,热闹",13,urban_operation,culture,期待,1.0,positive,1.0,high,0.95,True,宜昌,relevant,交通设施服务,2,9,公共停车场,,T2,宜昌市中心人民医院停车场,main,111.3013,30.6863,528869.6,3.396237e+06,宜昌市中心人民医院停车场,交通设施服务,1.0,Very Positive,0.13,喜悦满意,喜悦满意,,
e1233,xiling_wujia,meituan,2025-09-30T23:30:15+08:00,2025-09-30T23:30:15+08:00,店员热情周到，购物体验好,"热情周到,店员,购物,体验",12,urban_operation,service,喜爱,1.0,positive,1.0,low,0.79,True,宜昌,relevant,住宿服务,12,0,旅馆招待所,,T2,宜昌友家宾馆(夷陵大道一店),main,111.3068,30.6821,529396.7,3.395765e+06,宜昌友家宾馆(夷陵大道一店),住宿服务,0.99,Very Positive,0.12,喜悦满意,喜悦满意,,
e1234,xiling_wujia,dianping,2025-09-25T23:33:26+08:00,2025-09-25T23:33:26+08:00,文创产品同质化严重，没意思,"文创,同质化,没意思,严重,产品",13,urban_operation,culture,愤怒,0.91,negative,0.91,high,0.86,True,宜昌,relevant,餐饮服务,0,1,餐饮相关,,T2,松滋杜婆鸡(宜昌第二家),main,111.328,30.6847,531432.44,3.3960648e+06,松滋杜婆鸡(宜昌第二家),餐饮服务,0.22,Negative,0.13,不满抱怨,不满抱怨,,
e1235,xiling_wujia,meituan,2025-09-27T15:40:48+08:00,2025-09-27T15:40:48+08:00,这家老字号味道正宗，强烈推荐,"老字号,强烈推荐,正宗,味道,这家",14,urban_operation,service,期待,0.9,positive,0.9,low,0.86,True,宜昌,relevant,商务住宅,8,0,住宅小区,,T2,恒大帝景,main,111.3161,30.6799,530290.4,3.3955315e+06,恒大帝景,商务住宅,0.85,Very Positive,0.14,怀旧认同,怀旧认同,,
e1236,xiling_wujia,dianping,2025-09-19T08:33:37+08:00,2025-09-19T08:33:37+08:00,公厕翻新后干净整洁，维护得很好,"公厕,翻新,整洁,干净,维护",15,urban_operation,facility,期待,1.0,positive,1.0,high,0.81,True,宜昌,relevant,生活服务,6,3,生活服务场所,,T2,船进三峡人家,main,111.2995,30.7407,528681.56,3.4022672e+06,船进三峡人家,生活服务,0.93,Very Positive,0.15,喜悦满意,喜悦满意,,
e1237,xiling_wujia,dianping,2025-09-23T09:02:34+08:00,2025-09-23T09:02:34+08:00,窗口排队两小时，办事效率太低,"办事效率,太低,排队,窗口,小时",14,urban_governance,service,愤怒,1.0,negative,1.0,high,0.86,True,宜昌,relevant,休闲娱乐,0,3,休闲场所,,T2,长江电力职工活动中心,main,111.2755,30.7306,526381.4,3.4011382e+06,长江电力职工活动中心,休闲娱乐,0.04,Very Negative,0.14,不满抱怨,不满抱怨,,
e1238,xiling_wujia,xiaohongshu,2025-09-19T12:00:55+08:00,2025-09-19T12:00:55+08:00,价格普通,"普通,价格",4,urban_operation,service,中性,0.298,neutral,0.298,high,0.79,True,宜昌,relevant,住宿服务,20,1,宾馆酒店,,T2,宜昌华华快捷酒店,main,111.3592,30.6557,534424.1,3.3928568e+06,宜昌华华快捷酒店,住宿服务,0.57,Neutral,0.04,其他,其他,,
e1239,xiling_wujia,xiaohongshu,2025-10-01T10:27:32+08:00,2025-10-01T10:27:32+08:00,一般水平,"水平,一般",4,urban_operation,culture,好奇,0.298,neutral,0.298,low,0.88,True,宜昌,relevant,体育休闲服务,9,7,综合医院,,T2,宜昌长航医院,main,111.3046,30.6869,529188.56,3.3962975e+06,宜昌长航医院,体育休闲服务,0.43,Neutral,0.04,其他,其他,,
e1240,xiling_wujia,meituan,2025-09-15T20:29:30+08:00,2025-09-15T20:29:30+08:00,路灯坏了几天没人修，晚上黑得可怕,"没人修,黑得,路灯,可怕,晚上",16,urban_renewal,facility,愤怒,1.0,negative,1.0,high,0.97,True,宜昌,relevant,政府机构及社会团体,11,0,交通管理机构,,T2,宜昌市公安局交通警察支队西陵大队云集中队,main,111.2887,30.695,527655.9,3.3971948e+06,宜昌市公安局交通警察支队西陵大队云集中队,政府机构及社会团体,0.01,Very Negative,0.16,不满抱怨,不满抱怨,,
e1241,xiling_wujia,dianping,2025-10-01T16:23:34+08:00,2025-10-01T16:23:34+08:00,街区夜景漂亮，适合打卡,"打卡,夜景,街区,漂亮,适合",11,urban_governance,culture,满足,1.0,positive,1.0,high,0.81,True,宜昌,relevant,体育休闲服务,25,12,医疗保健服务场所,,T2,柔境躺式采耳SPA馆,main,111.2854,30.7148,527340.75,3.3993872e+06,柔境躺式采耳SPA馆,体育休闲服务,0.98,Very Positive,0.11,喜悦满意,喜悦满意,,
e1242,xiling_wujia,meituan,2025-09-30T07:05:04+08:00,2025-09-30T07:05:04+08:00,文化节组织有序，体验棒,"文化节,有序,体验,组织",11,urban_operation,event,满足,1.0,positive,1.0,low,0.86,True,宜昌,relevant,交通设施服务,2,0,公共停车场,,T2,宜昌市中心人民医院地下停车场,main,111.3013,30.6853,528871.06,3.396118e+06,宜昌市中心人民医院地下停车场,交通设施服务,1.0,Very Positive,0.11,喜悦满意,喜悦满意,,
e1243,xiling_wujia,dianping,2025-09-15T02:53:48+08:00,2025-09-15T02:53:48+08:00,店员热情周到，购物体验好,"热情周到,店员,购物,体验",12,urban_renewal,service,期待,1.0,positive,1.0,medium,0.99,True,宜昌,relevant,商务住宅,1,0,住宅小区,,T2,长江瑞景,main,111.2863,30.6917,527433.1,3.3968288e+06,长江瑞景,商务住宅,0.99,Very Positive,0.12,喜悦满意,喜悦满意,,
e1244,xiling_wujia,meituan,2025-10-03T18:04:04+08:00,2025-10-03T18:04:04+08:00,没什么特别,"没什么,特别",5,urban_operation,facility,好奇,0.256,neutral,0.256,medium,0.98,True,宜昌,relevant,住宿服务,1,5,宾馆酒店,,T2,金岛酒店(CBD滨江店),main,111.2775,30.7142,526583.0,3.3993235e+06,金岛酒店(CBD滨江店),住宿服务,0.46,Neutral,0.05,其他,其他,,
e1245,xiling_wujia,meituan,2025-09-25T10:35:37+08:00,2025-09-25T10:35:37+08:00,普通,普通,2,urban_operation,service,好奇,0.242,neutral,0.242,low,0.83,True,宜昌,relevant,购物服务,3,3,维修站点,,T2,华为授权服务中心(宜昌伍家岗),main,111.3459,30.6431,533155.3,3.3914542e+06,华为授权服务中心(宜昌伍家岗),购物服务,0.53,Neutral,0.02,其他,其他,,
e1246,xiling_wujia,12345,2025-09-24T14:19:12+08:00,2025-09-24T14:19:12+08:00,维修预约了一周都没人上门,"预约,上门,维修,没人,一周",12,urban_operation,service,失望,1.0,negative,1.0,high,0.82,True,宜昌,relevant,购物服务,3,2,家居建材市场,,T2,川粤家居工厂直营店,main,111.3713,30.6533,535588.5,3.3925945e+06,川粤家居工厂直营店,购物服务,0.06,Very Negative,0.12,不满抱怨,不满抱怨,,
e1247,xiling_wujia,meituan,2025-09-25T05:49:41+08:00,2025-09-25T05:49:41+08:00,万达广场品牌全，逛着舒服,"万达,舒服,广场,品牌",12,urban_governance,service,喜爱,1.0,positive,1.0,low,0.92,True,宜昌,relevant,公司企业,24,6,公司,,T2,安琪酵母股份有限公司(城东大道),main,111.3356,30.6749,532158.6,3.3949795e+06,安琪酵母股份有限公司(城东大道),公司企业,0.98,Very Positive,0.12,喜悦满意,喜悦满意,,
e1248,xiling_wujia,dianping,2025-09-20T10:01:54+08:00,2025-09-20T10:01:54+08:00,节日人多拥挤差点出事,"人多,出事,拥挤,差点,节日",10,urban_renewal,event,愤怒,0.8,negative,0.8,low,0.81,True,宜昌,relevant,商务住宅,11,0,住宅小区,,T2,联投·玖玺台东区,main,111.3336,30.6809,531963.3,3.3956468e+06,联投·玖玺台东区,商务住宅,0.2,Very Negative,0.1,不满抱怨,不满抱怨,,
e1249,xiling_wujia,xiaohongshu,2025-09-29T09:14:14+08:00,2025-09-29T09:14:14+08:00,也就那样吧,那样,5,urban_operation,culture,好奇,0.242,neutral,0.242,medium,0.89,True,宜昌,relevant,金融保险服务,0,2,中国建设银行,,T2,中国建设银行(宜昌云集支行),main,111.2867,30.702,527466.3,3.3979685e+06,中国建设银行(宜昌云集支行),金融保险服务,0.53,Neutral,0.05,其他,其他,,
e1250,xiling_wujia,12345,2025-10-01T11:36:49+08:00,2025-10-01T11:36:49+08:00,店员热情周到，购物体验好,"热情周到,店员,购物,体验",12,urban_operation,service,喜爱,1.0,positive,1.0,high,0.87,True,宜昌,relevant,金融保险服务,10,0,银行,,T2,湖北银行(宜昌分行营业部),main,111.2828,30.7018,527095.44,3.3979462e+06,湖北银行(宜昌分行营业部),金融保险服务,0.99,Very Positive,0.12,喜悦满意,喜悦满意,,
e1251,xiling_wujia,weibo,2025-09-22T23:57:18+08:00,2025-09-22T23:57:18+08:00,社区医院服务态度很好，点赞,"点赞,服务态度,社区,医院",13,urban_operation,service,期待,1.0,positive,1.0,high,0.8,True,宜昌,relevant,交通设施服务,25,4,公交车站相关,,T2,宜昌东站(公交站),main,111.3636,30.6596,534849.2,3.3932895e+06,宜昌东站(公交站),交通设施服务,0.98,Very Positive,0.13,喜悦满意,喜悦满意,,
e1252,xiling_wujia,xiaohongshu,2025-10-04T07:20:46+08:00,2025-10-04T07:20:46+08:00,小区绿化维护得好，住着舒心,"舒心,绿化,小区,维护",13,urban_operation,environment,满足,0.88,positive,0.88,medium,0.97,True,宜昌,relevant,生活服务,15,1,洗浴推拿场所,,T2,叮聆里采耳Spa馆(No.1宜昌店),main,111.3111,30.7056,529803.75,3.398379e+06,叮聆里采耳Spa馆(No.1宜昌店),生活服务,0.84,Very Positive,0.13,喜悦满意,喜悦满意,,
