id_e,scope,source,created_at,publish_time,text,keywords,text_length,domain,element,primary_emotion,emotion_intensity,polarity_hint,intensity,urban_value,l1_confidence,has_location,location_mentioned,relevance,relevance_category,like_count,comment_count,tags,url,time_label,area_seed,area_tag,zone,lon,lat,x_cgcs2000,y_cgcs2000,spatial_hotspot,spatial_type,score,polarity,l2_confidence,emotion_type,category,target_type,target_detail
e1358,xiling_wujia,xiaohongshu,2026-05-03T22:08:03+08:00,2026-05-03T22:08:03+08:00,价格普通,"普通,价格",4,urban_operation,service,好奇,0.298,neutral,0.298,low,0.495,True,宜昌,relevant,住宿服务,3,0,宾馆酒店,,T3,艾特假日酒店(宜昌东站店),main,transit_hub,111.3604,30.6548,534545.25,3.3927622e+06,艾特假日酒店(宜昌东站店),住宿服务,0.57,Neutral,0.04,其他,其他,,
e1359,xiling_wujia,xiaohongshu,2026-05-01T12:56:58+08:00,2026-05-01T12:56:58+08:00,夜市噪音扰民，投诉不断,"扰民,夜市,噪音,投诉,不断",11,urban_operation,event,愤怒,1.0,negative,1.0,low,0.638,True,宜昌,relevant,体育休闲服务,2,2,医疗保健服务场所,,T3,宜昌邦康体检,main,shuiyuecheng,111.3107,30.7068,529765.3,3.3985125e+06,宜昌邦康体检,体育休闲服务,0.01,Very Negative,0.11,失望厌恶,失望厌恶,,
e1360,xiling_wujia,meituan,2026-05-03T04:35:47+08:00,2026-05-03T04:35:47+08:00,城区道路修好后通畅多了,"修好,通畅,城区,道路",11,urban_operation,service,满足,1.0,positive,1.0,low,0.444,True,宜昌,relevant,购物服务,10,6,便民商店/便利店,,T3,北山生活超市(东辰心语店),main,general,111.3436,30.6536,532930.06,3.3926152e+06,北山生活超市(东辰心语店),购物服务,0.98,Very Positive,0.11,喜悦满意,喜悦满意,,
e1361,xiling_wujia,dianping,2026-05-02T18:49:00+08:00,2026-05-02T18:49:00+08:00,西陵这边生活方便，喜欢,"西陵,这边,方便,喜欢,生活",11,urban_operation,event,期待,1.0,positive,1.0,medium,0.522,True,宜昌,relevant,体育休闲服务,12,2,医疗保健服务场所,,T3,卓医手足甲健康专家(伍临路店),main,general,111.3538,30.6413,533916.9,3.391264e+06,卓医手足甲健康专家(伍临路店),体育休闲服务,0.9,Very Positive,0.11,喜悦满意,喜悦满意,,
e1362,xiling_wujia,weibo,2026-05-04T18:18:36+08:00,2026-05-04T18:18:36+08:00,这家老字号味道正宗，强烈推荐,"老字号,强烈推荐,正宗,味道,这家",14,urban_operation,service,满足,0.9,positive,0.9,low,0.517,True,宜昌,relevant,金融保险服务,3,4,中国农业银行,,T3,中国农业银行(三峡城中支行营业室),main,general,111.2927,30.6944,528042.3,3.397135e+06,中国农业银行(三峡城中支行营业室),金融保险服务,0.85,Very Positive,0.14,怀旧认同,怀旧认同,,
e1363,xiling_wujia,dianping,2026-05-04T08:33:34+08:00,2026-05-04T08:33:34+08:00,伍家堵车堵到怀疑人生，太差,"伍家,堵车,人生,怀疑",13,urban_operation,service,失望,1.0,negative,1.0,medium,0.528,True,宜昌,relevant,金融保险服务,2,9,交通银行,,T3,交通银行(宜昌葛洲坝支行),main,general,111.2849,30.7217,527287.7,3.400155e+06,交通银行(宜昌葛洲坝支行),金融保险服务,0.1,Very Negative,0.13,焦虑担忧,焦虑担忧,,
e1364,xiling_wujia,weibo,2026-05-04T03:33:38+08:00,2026-05-04T03:33:38+08:00,营业十二小时,"十二,营业,小时",6,urban_operation,environment,中性,0.242,neutral,0.242,medium,0.473,True,宜昌,relevant,风景名胜,19,0,公园,,T3,石板森林公园,main,general,111.3517,30.736,533677.44,3.4017575e+06,石板森林公园,风景名胜,0.47,Neutral,0.06,其他,其他,,
e1365,xiling_wujia,xiaohongshu,2026-05-06T10:41:27+08:00,2026-05-06T10:41:27+08:00,感觉一般,"感觉,一般",4,urban_renewal,service,中性,0.27,neutral,0.27,medium,0.477,True,宜昌,relevant,商务住宅,3,2,住宅小区,,T3,中建·宜昌之星,main,general,111.349,30.6389,533453.5,3.3909885e+06,中建·宜昌之星,商务住宅,0.55,Neutral,0.04,其他,其他,,
e1366,xiling_wujia,meituan,2026-05-05T09:52:56+08:00,2026-05-05T09:52:56+08:00,西陵停车难到崩溃，绕一小时,"停车难,西陵,崩溃,小时",13,urban_operation,service,愤怒,1.0,negative,1.0,medium,0.461,True,宜昌,relevant,生活服务,6,1,物流速递,,T3,愚公物流,main,general,111.3315,30.6997,531758.9,3.3977248e+06,愚公物流,生活服务,0.1,Very Negative,0.13,不满抱怨,不满抱怨,,
e1367,xiling_wujia,xiaohongshu,2026-05-04T00:31:59+08:00,2026-05-04T00:31:59+08:00,感觉一般,"感觉,一般",4,urban_renewal,environment,好奇,0.27,neutral,0.27,low,0.518,True,宜昌,relevant,商务住宅,14,7,住宅区,,T3,新华公馆,main,general,111.3285,30.6795,531478.4,3.395484e+06,新华公馆,商务住宅,0.55,Neutral,0.04,其他,其他,,
e1368,xiling_wujia,weibo,2026-05-05T14:32:46+08:00,2026-05-05T14:32:46+08:00,普普通通,普普通通,4,urban_governance,service,好奇,0.2,neutral,0.2,low,0.474,True,宜昌,relevant,政府机构及社会团体,6,0,公安警察,,T3,宜昌市公安局伍家岗区分局,main,general,111.3668,30.6727,535145.94,3.3947485e+06,宜昌市公安局伍家岗区分局,政府机构及社会团体,0.5,Neutral,0.04,其他,其他,,
e1369,xiling_wujia,xiaohongshu,2026-05-06T09:58:54+08:00,2026-05-06T09:58:54+08:00,城区绿化提升明显，舒服,"绿化,城区,舒服,提升,明显",11,urban_operation,service,期待,1.0,positive,1.0,low,0.49,True,宜昌,relevant,公司企业,0,1,公司,,T3,宜昌昕晨机动车检测管理有限公司,main,general,111.3703,30.6767,535479.4,3.3951885e+06,宜昌昕晨机动车检测管理有限公司,公司企业,0.99,Very Positive,0.11,期待建议,期待建议,,
e1370,xiling_wujia,meituan,2026-05-05T14:04:59+08:00,2026-05-05T14:04:59+08:00,BRT 快速公交准点，出行省心,"准点,BRT,公交,行省,快速",15,urban_operation,service,满足,0.98,positive,0.98,low,0.568,True,宜昌,relevant,生活服务,28,0,售票处,,T3,宜昌东站售票处,main,transit_hub,111.3655,30.6597,535034.1,3.3933028e+06,宜昌东站售票处,生活服务,0.89,Very Positive,0.15,喜悦满意,喜悦满意,,
e1371,xiling_wujia,meituan,2026-05-01T09:56:56+08:00,2026-05-01T09:56:56+08:00,这片城区配套越来越完善了,"这片,城区,配套,完善,越来越",12,urban_operation,service,期待,1.0,positive,1.0,high,0.58,True,宜昌,relevant,购物服务,2,2,维修站点,,T3,联想客户服务中心(百应伍家江海店),main,general,111.3027,30.6851,529008.8,3.396099e+06,联想客户服务中心(百应伍家江海店),购物服务,0.94,Very Positive,0.12,期待建议,期待建议,,
e1372,xiling_wujia,12345,2026-05-04T01:12:27+08:00,2026-05-04T01:12:27+08:00,这家老字号味道正宗，强烈推荐,"老字号,强烈推荐,正宗,味道,这家",14,urban_operation,service,期待,0.9,positive,0.9,low,0.514,True,宜昌,relevant,餐饮服务,16,2,中餐厅,,T3,丑媳妇铁板烧,main,general,111.3283,30.6618,531466.9,3.3935225e+06,丑媳妇铁板烧,餐饮服务,0.85,Very Positive,0.14,怀旧认同,怀旧认同,,
e1373,xiling_wujia,12345,2026-05-03T19:53:51+08:00,2026-05-03T19:53:51+08:00,快递丢件了客服推诿扯皮,"丢件,扯皮,快递,推诿,客服",11,urban_renewal,service,失望,1.0,negative,1.0,high,0.49,True,宜昌,relevant,商务住宅,0,0,商务写字楼,,T3,九州方园,main,general,111.3173,30.6693,530408.0,3.394354e+06,九州方园,商务住宅,0.01,Very Negative,0.11,不满抱怨,不满抱怨,,
e1374,xiling_wujia,meituan,2026-05-02T18:49:34+08:00,2026-05-02T18:49:34+08:00,营业十二小时,"十二,营业,小时",6,urban_operation,environment,好奇,0.242,neutral,0.242,low,0.514,True,宜昌,relevant,风景名胜,6,0,公园,,T3,东山公园,main,general,111.2945,30.7056,528214.7,3.3983698e+06,东山公园,风景名胜,0.47,Neutral,0.06,其他,其他,,
e1375,xiling_wujia,dianping,2026-05-06T03:09:55+08:00,2026-05-06T03:09:55+08:00,西陵停车难到崩溃，绕一小时,"停车难,西陵,崩溃,小时",13,urban_operation,service,愤怒,1.0,negative,1.0,high,0.469,True,宜昌,relevant,风景名胜,3,0,纪念馆,,T3,宜昌大撤退纪念园,main,general,111.2907,30.6878,527850.94,3.396394e+06,宜昌大撤退纪念园,风景名胜,0.1,Very Negative,0.13,不满抱怨,不满抱怨,,
e1376,xiling_wujia,meituan,2026-05-06T16:30:27+08:00,2026-05-06T16:30:27+08:00,城区施工吵死了，半夜还轰,"吵死,半夜,城区,施工",12,urban_operation,service,愤怒,0.98,negative,0.98,low,0.552,True,宜昌,relevant,生活服务,17,1,邮局,,T3,中国邮政(夷陵大道邮政支局),main,general,111.2877,30.703,527559.44,3.3980822e+06,中国邮政(夷陵大道邮政支局),生活服务,0.11,Very Negative,0.12,失望厌恶,失望厌恶,,
e1377,xiling_wujia,meituan,2026-05-03T10:41:19+08:00,2026-05-03T10:41:19+08:00,兴发广场停车难，绕了三圈,"停车难,兴发,三圈,广场",12,urban_operation,event,愤怒,0.56,negative,0.56,low,0.564,True,宜昌,relevant,休闲娱乐,2,0,健身中心,,T3,零距离健身游泳(兴发广场店),main,zhongnan_road,111.3251,30.6806,531154.5,3.3956075e+06,零距离健身游泳(兴发广场店),休闲娱乐,0.32,Negative,0.12,不满抱怨,不满抱怨,,
e1378,xiling_wujia,meituan,2026-05-04T19:45:41+08:00,2026-05-04T19:45:41+08:00,BRT 晚点半小时没人管，太烂了,"太烂,BRT,晚点,没人管,半小时",16,urban_operation,service,失望,1.0,negative,1.0,high,0.53,True,宜昌,relevant,交通设施服务,5,1,公交车站相关,,T3,BRT二十二中(公交站),main,transit_hub,111.2876,30.7213,527542.4,3.4001122e+06,BRT二十二中(公交站),交通设施服务,0.01,Very Negative,0.16,不满抱怨,不满抱怨,,
e1379,xiling_wujia,meituan,2026-05-03T11:02:43+08:00,2026-05-03T11:02:43+08:00,历史建筑修缮得很用心,"修缮,用心,建筑,历史",10,urban_operation,culture,期待,1.0,positive,1.0,high,0.46,True,宜昌,relevant,住宿服务,2,3,宾馆酒店,,T3,宜昌新元宾馆(三峡大学店),main,general,111.3038,30.735,529090.3,3.4016362e+06,宜昌新元宾馆(三峡大学店),住宿服务,0.97,Very Positive,0.1,怀旧认同,怀旧认同,,
e1380,xiling_wujia,xiaohongshu,2026-05-06T10:10:58+08:00,2026-05-06T10:10:58+08:00,BRT 高峰挤成沙丁鱼，糟透了,"BRT,挤成,糟透了,沙丁鱼,高峰",15,urban_governance,facility,失望,0.58,negative,0.58,medium,0.429,True,宜昌,relevant,交通设施服务,12,5,专用停车场,,T3,宜昌东站员工停车场,main,transit_hub,111.3609,30.6631,534586.8,3.3936768e+06,宜昌东站员工停车场,交通设施服务,0.31,Negative,0.15,其他,其他,,
e1381,xiling_wujia,meituan,2026-05-06T09:54:53+08:00,2026-05-06T09:54:53+08:00,西陵停车难到崩溃，绕一小时,"停车难,西陵,崩溃,小时",13,urban_renewal,service,失望,1.0,negative,1.0,medium,0.47,True,宜昌,relevant,商务住宅,3,7,住宅小区,,T3,依山郡,main,general,111.3352,30.6783,532118.7,3.3953565e+06,依山郡,商务住宅,0.1,Very Negative,0.13,不满抱怨,不满抱怨,,
e1382,xiling_wujia,meituan,2026-05-05T07:45:20+08:00,2026-05-05T07:45:20+08:00,这段路烂得不像话，半年没人修,"没人修,不像话,这段,半年",14,urban_operation,service,愤怒,1.0,negative,1.0,low,0.516,True,宜昌,relevant,住宿服务,0,0,旅馆招待所,,T3,宜昌友家宾馆(夷陵大道一店),main,general,111.3062,30.6823,529341.94,3.3957942e+06,宜昌友家宾馆(夷陵大道一店),住宿服务,0.02,Very Negative,0.14,不满抱怨,不满抱怨,,
e1383,xiling_wujia,meituan,2026-05-02T11:39:10+08:00,2026-05-02T11:39:10+08:00,餐厅上菜慢，菜都凉了,"上菜,餐厅",10,urban_governance,service,愤怒,0.66,negative,0.66,high,0.424,True,宜昌,relevant,政府机构及社会团体,0,0,乡镇以下级政府及事业单位,,T3,南湾村委会,main,general,111.4473,30.6755,542863.8,3.3950862e+06,南湾村委会,政府机构及社会团体,0.27,Negative,0.1,不满抱怨,不满抱怨,,
e1384,xiling_wujia,meituan,2026-05-06T18:17:20+08:00,2026-05-06T18:17:20+08:00,伍家发展快，变化大,"伍家,变化,发展",9,urban_operation,service,喜爱,1.0,positive,1.0,low,0.517,True,宜昌,relevant,住宿服务,9,8,宾馆酒店,,T3,际豪酒店(葛洲坝店),main,general,111.2889,30.7237,527675.1,3.400377e+06,际豪酒店(葛洲坝店),住宿服务,0.97,Very Positive,0.09,喜悦满意,喜悦满意,,
e1385,xiling_wujia,meituan,2026-05-04T17:35:24+08:00,2026-05-04T17:35:24+08:00,伍家发展快，变化大,"伍家,变化,发展",9,urban_operation,facility,满足,1.0,positive,1.0,medium,0.553,True,宜昌,relevant,体育休闲服务,3,6,口腔医院,,T3,邵莉平口腔,main,general,111.3568,30.6397,534206.75,3.3910822e+06,邵莉平口腔,体育休闲服务,0.97,Very Positive,0.09,喜悦满意,喜悦满意,,
e1386,xiling_wujia,12345,2026-05-05T07:04:38+08:00,2026-05-05T07:04:38+08:00,城区施工吵死了，半夜还轰,"吵死,半夜,城区,施工",12,urban_operation,event,失望,0.98,negative,0.98,medium,0.49,True,宜昌,relevant,体育休闲服务,9,7,诊所,,T3,宜昌梦戴维眼科(三江园店),main,general,111.2809,30.7143,526910.3,3.3993388e+06,宜昌梦戴维眼科(三江园店),体育休闲服务,0.11,Very Negative,0.12,失望厌恶,失望厌恶,,
e1387,xiling_wujia,weibo,2026-05-04T03:37:00+08:00,2026-05-04T03:37:00+08:00,城区道路修好后通畅多了,"修好,通畅,城区,道路",11,urban_operation,service,期待,1.0,positive,1.0,high,0.434,True,宜昌,relevant,金融保险服务,3,4,农村商业银行,,T3,三峡农商银行(临江溪支行),main,general,111.3633,30.6314,534828.2,3.390165e+06,三峡农商银行(临江溪支行),金融保险服务,0.98,Very Positive,0.11,喜悦满意,喜悦满意,,
e1388,xiling_wujia,xiaohongshu,2026-05-04T03:11:15+08:00,2026-05-04T03:11:15+08:00,城区道路修好后通畅多了,"修好,通畅,城区,道路",11,urban_governance,facility,满足,1.0,positive,1.0,low,0.478,True,宜昌,relevant,交通设施服务,2,2,公交车站相关,,T3,二中(公交站),main,general,111.296,30.7152,528355.8,3.3994325e+06,二中(公交站),交通设施服务,0.98,Very Positive,0.11,喜悦满意,喜悦满意,,
e1389,xiling_wujia,weibo,2026-05-01T00:35:30+08:00,2026-05-01T00:35:30+08:00,江水有异味，怀疑有排污,"异味,排污,江水,怀疑",11,urban_renewal,environment,愤怒,1.0,negative,1.0,high,0.49,True,宜昌,relevant,科教文化服务,9,4,中学,,T3,宜昌英杰学校,main,general,111.3299,30.6757,531612.4,3.3950708e+06,宜昌英杰学校,科教文化服务,0.07,Very Negative,0.11,不满抱怨,不满抱怨,,
e1390,xiling_wujia,12345,2026-05-02T08:19:01+08:00,2026-05-02T08:19:01+08:00,小区电梯老坏，安全隐患,"老坏,安全隐患,电梯,小区",11,urban_renewal,service,愤怒,1.0,negative,1.0,medium,0.437,True,宜昌,relevant,商务住宅,4,5,宿舍,,T3,三峡大学东苑学生公寓,main,residential,111.3166,30.7276,530325.25,3.400816e+06,三峡大学东苑学生公寓,商务住宅,0.16,Very Negative,0.11,焦虑担忧,焦虑担忧,,
e1391,xiling_wujia,12345,2026-05-04T11:30:27+08:00,2026-05-04T11:30:27+08:00,便利店 24 小时营业，方便,"24,便利店,营业,方便,小时",14,urban_operation,service,喜爱,0.82,positive,0.82,low,0.61,True,宜昌,relevant,金融保险服务,1,0,银行,,T3,湖北银行(西陵支行),main,general,111.2803,30.7119,526853.2,3.3990672e+06,湖北银行(西陵支行),金融保险服务,0.81,Very Positive,0.14,喜悦满意,喜悦满意,,
e1392,xiling_wujia,meituan,2026-05-02T16:22:18+08:00,2026-05-02T16:22:18+08:00,滨江步道路灯坏了好几个,"道路灯,滨江,好几个",11,urban_operation,facility,失望,0.58,negative,0.58,low,0.466,True,宜昌,relevant,科教文化服务,8,4,图书馆,,T3,宜昌市西陵区图书馆,main,riverside,111.2768,30.7086,526516.1,3.3986975e+06,宜昌市西陵区图书馆,科教文化服务,0.31,Negative,0.11,不满抱怨,不满抱怨,,
e1393,xiling_wujia,meituan,2026-05-02T20:07:01+08:00,2026-05-02T20:07:01+08:00,设双向四车道,"车道,双向",6,urban_planning,culture,好奇,0.312,neutral,0.312,high,0.526,True,宜昌,relevant,科教文化服务,44,0,小学,,T3,伍家岗实验小学(中南分校),main,general,111.3319,30.6779,531805.2,3.3953068e+06,伍家岗实验小学(中南分校),科教文化服务,0.42,Neutral,0.06,其他,其他,,
e1394,xiling_wujia,12345,2026-05-06T08:06:19+08:00,2026-05-06T08:06:19+08:00,这片城区配套越来越完善了,"这片,城区,配套,完善,越来越",12,urban_operation,service,喜爱,1.0,positive,1.0,low,0.513,True,宜昌,relevant,生活服务,5,5,生活服务场所,,T3,燕沙云禧宴,main,general,111.3083,30.6805,529543.9,3.395595e+06,燕沙云禧宴,生活服务,0.94,Very Positive,0.12,期待建议,期待建议,,
e1395,xiling_wujia,xiaohongshu,2026-05-04T21:42:06+08:00,2026-05-04T21:42:06+08:00,伍家发展快，变化大,"伍家,变化,发展",9,urban_governance,facility,期待,1.0,positive,1.0,low,0.448,True,宜昌,relevant,商务住宅,7,0,商务写字楼,,T3,致远广场,main,general,111.3239,30.6638,531037.6,3.393744e+06,致远广场,商务住宅,0.97,Very Positive,0.09,喜悦满意,喜悦满意,,
e1396,xiling_wujia,meituan,2026-05-01T23:50:04+08:00,2026-05-01T23:50:04+08:00,店员热情周到，购物体验好,"热情周到,店员,购物,体验",12,urban_operation,service,期待,1.0,positive,1.0,high,0.488,True,宜昌,relevant,公司企业,1,1,公司,,T3,宜昌昕晨机动车检测管理有限公司,main,general,111.3723,30.678,535671.6,3.3953322e+06,宜昌昕晨机动车检测管理有限公司,公司企业,0.99,Very Positive,0.12,喜悦满意,喜悦满意,,
e1397,xiling_wujia,meituan,2026-05-01T19:21:19+08:00,2026-05-01T19:21:19+08:00,西陵停车难到崩溃，绕一小时,"停车难,西陵,崩溃,小时",13,urban_operation,service,愤怒,1.0,negative,1.0,high,0.51,True,宜昌,relevant,金融保险服务,3,10,交通银行,,T3,交通银行(宜昌葛洲坝支行),main,general,111.2848,30.7224,527282.6,3.400232e+06,交通银行(宜昌葛洲坝支行),金融保险服务,0.1,Very Negative,0.13,不满抱怨,不满抱怨,,
e1398,xiling_wujia,12345,2026-05-05T10:23:42+08:00,2026-05-05T10:23:42+08:00,这家老字号味道正宗，强烈推荐,"老字号,强烈推荐,正宗,味道,这家",14,urban_operation,service,喜爱,0.9,positive,0.9,medium,0.455,True,宜昌,relevant,住宿服务,6,2,宾馆酒店,,T3,曼泊酒店(宜昌三峡大学店),main,general,111.3108,30.7157,529771.75,3.3994945e+06,曼泊酒店(宜昌三峡大学店),住宿服务,0.85,Very Positive,0.14,怀旧认同,怀旧认同,,
e1399,xiling_wujia,meituan,2026-05-01T12:29:01+08:00,2026-05-01T12:29:01+08:00,西陵停车难到崩溃，绕一小时,"停车难,西陵,崩溃,小时",13,urban_governance,service,愤怒,1.0,negative,1.0,medium,0.593,True,宜昌,relevant,政府机构及社会团体,9,0,地市级政府及事业单位,,T3,宜昌市气象局,main,general,111.2943,30.7012,528196.0,3.3978798e+06,宜昌市气象局,政府机构及社会团体,0.1,Very Negative,0.13,不满抱怨,不满抱怨,,
e1400,xiling_wujia,dianping,2026-05-02T19:09:54+08:00,2026-05-02T19:09:54+08:00,这家老字号味道正宗，强烈推荐,"老字号,强烈推荐,正宗,味道,这家",14,urban_operation,service,喜爱,0.9,positive,0.9,high,0.506,True,宜昌,relevant,购物服务,5,2,水产海鲜市场,,T3,三峡物流园-水产市场,main,general,111.3857,30.6659,536958.9,3.3939985e+06,三峡物流园-水产市场,购物服务,0.85,Very Positive,0.14,怀旧认同,怀旧认同,,
e1401,xiling_wujia,meituan,2026-05-05T19:39:52+08:00,2026-05-05T19:39:52+08:00,这片城区配套越来越完善了,"这片,城区,配套,完善,越来越",12,urban_operation,culture,期待,1.0,positive,1.0,high,0.526,True,宜昌,relevant,科教文化服务,3,2,小学,,T3,伍家岗区实验小学教育集团北山校区,main,general,111.2975,30.6916,528507.0,3.3968225e+06,伍家岗区实验小学教育集团北山校区,科教文化服务,0.94,Very Positive,0.12,期待建议,期待建议,,
e1402,xiling_wujia,dianping,2026-05-06T07:31:57+08:00,2026-05-06T07:31:57+08:00,社区医院服务态度很好，点赞,"点赞,服务态度,社区,医院",13,urban_operation,service,期待,1.0,positive,1.0,low,0.51,True,宜昌,relevant,餐饮服务,4,1,综合酒楼,,T3,老荆沙酒楼(深圳路店),main,general,111.3069,30.7032,529402.56,3.3981052e+06,老荆沙酒楼(深圳路店),餐饮服务,0.98,Very Positive,0.13,喜悦满意,喜悦满意,,
e1403,xiling_wujia,12345,2026-05-05T13:33:10+08:00,2026-05-05T13:33:10+08:00,历史建筑修缮得很用心,"修缮,用心,建筑,历史",10,urban_operation,culture,喜爱,1.0,positive,1.0,low,0.468,True,宜昌,relevant,科教文化服务,5,0,小学,,T3,东山小学,main,general,111.3031,30.6906,529043.06,3.3967142e+06,东山小学,科教文化服务,0.97,Very Positive,0.1,怀旧认同,怀旧认同,,
e1404,xiling_wujia,12345,2026-05-01T02:57:11+08:00,2026-05-01T02:57:11+08:00,就这样吧,这样,4,urban_operation,culture,中性,0.242,neutral,0.242,medium,0.469,True,宜昌,relevant,科教文化服务,9,3,小学,,T3,宜昌市珠海路小学,main,general,111.3114,30.7143,529824.3,3.3993442e+06,宜昌市珠海路小学,科教文化服务,0.53,Neutral,0.04,其他,其他,,
e1405,xiling_wujia,dianping,2026-05-06T09:09:22+08:00,2026-05-06T09:09:22+08:00,普普通通,普普通通,4,urban_operation,event,好奇,0.2,neutral,0.2,high,0.539,True,宜昌,relevant,体育休闲服务,2,0,诊所,,T3,宜昌雨之堂中医门诊部,main,general,111.2857,30.713,527366.0,3.399192e+06,宜昌雨之堂中医门诊部,体育休闲服务,0.5,Neutral,0.04,其他,其他,,
e1406,xiling_wujia,meituan,2026-05-06T10:56:52+08:00,2026-05-06T10:56:52+08:00,城区绿化提升明显，舒服,"绿化,城区,舒服,提升,明显",11,urban_operation,service,喜爱,1.0,positive,1.0,medium,0.502,True,宜昌,relevant,餐饮服务,4,4,中餐厅,,T3,汽渡红油面,main,general,111.3149,30.6745,530174.44,3.3949302e+06,汽渡红油面,餐饮服务,0.99,Very Positive,0.11,期待建议,期待建议,,
e1407,xiling_wujia,xiaohongshu,2026-05-02T01:40:00+08:00,2026-05-02T01:40:00+08:00,设双向四车道,"车道,双向",6,urban_renewal,service,中性,0.312,neutral,0.312,medium,0.466,True,宜昌,relevant,商务住宅,3,3,商务写字楼,,T3,广盛大厦,main,general,111.3265,30.7092,531275.06,3.3987775e+06,广盛大厦,商务住宅,0.42,Neutral,0.06,其他,其他,,
e1408,xiling_wujia,dianping,2026-05-05T05:44:17+08:00,2026-05-05T05:44:17+08:00,城区绿化提升明显，舒服,"绿化,城区,舒服,提升,明显",11,urban_operation,environment,喜爱,1.0,positive,1.0,medium,0.457,True,宜昌,relevant,休闲娱乐,3,0,运动场所,,T3,江豚极限运动场(江豚广场篮球场),main,general,111.3099,30.6756,529699.4,3.395047e+06,江豚极限运动场(江豚广场篮球场),休闲娱乐,0.99,Very Positive,0.11,期待建议,期待建议,,
e1409,xiling_wujia,dianping,2026-05-06T09:01:13+08:00,2026-05-06T09:01:13+08:00,感觉一般,"感觉,一般",4,urban_operation,service,中性,0.27,neutral,0.27,medium,0.474,True,宜昌,relevant,生活服务,0,9,物流速递,,T3,宜昌大道物流,main,general,111.39,30.6635,537377.5,3.3937305e+06,宜昌大道物流,生活服务,0.55,Neutral,0.04,其他,其他,,
e1410,xiling_wujia,12345,2026-05-05T00:56:20+08:00,2026-05-05T00:56:20+08:00,物业服务到位，响应及时,"服务到位,响应,物业,及时",11,urban_operation,service,喜爱,0.56,positive,0.56,high,0.482,True,宜昌,relevant,住宿服务,8,0,宾馆酒店,,T3,宜昌汉华世嘉酒店,main,general,111.3025,30.7324,528966.5,3.4013415e+06,宜昌汉华世嘉酒店,住宿服务,0.68,Positive,0.11,不满抱怨,不满抱怨,,
e1411,xiling_wujia,12345,2026-05-04T20:55:37+08:00,2026-05-04T20:55:37+08:00,城区道路修好后通畅多了,"修好,通畅,城区,道路",11,urban_operation,event,满足,1.0,positive,1.0,low,0.466,True,宜昌,relevant,休闲娱乐,14,0,体育休闲服务场所,,T3,国色倾城音乐俱乐部(发展大道店),main,general,111.3273,30.7231,531345.5,3.400316e+06,国色倾城音乐俱乐部(发展大道店),休闲娱乐,0.98,Very Positive,0.11,喜悦满意,喜悦满意,,
e1412,xiling_wujia,xiaohongshu,2026-05-03T19:05:34+08:00,2026-05-03T19:05:34+08:00,西陵停车难到崩溃，绕一小时,"停车难,西陵,崩溃,小时",13,urban_governance,service,愤怒,1.0,negative,1.0,high,0.539,True,宜昌,relevant,政府机构及社会团体,7,8,地市级政府及事业单位,,T3,宜昌市财政局,main,general,111.3073,30.7084,529434.4,3.398688e+06,宜昌市财政局,政府机构及社会团体,0.1,Very Negative,0.13,不满抱怨,不满抱怨,,
e1413,xiling_wujia,meituan,2026-05-01T13:30:49+08:00,2026-05-01T13:30:49+08:00,西陵停车难到崩溃，绕一小时,"停车难,西陵,崩溃,小时",13,urban_governance,facility,愤怒,1.0,negative,1.0,low,0.451,True,宜昌,relevant,交通设施服务,3,0,公交车站相关,,T3,三峡果蔬交易中心(公交站),main,general,111.336,30.6972,532187.5,3.3974575e+06,三峡果蔬交易中心(公交站),交通设施服务,0.1,Very Negative,0.13,不满抱怨,不满抱怨,,
e1414,xiling_wujia,weibo,2026-05-05T05:15:22+08:00,2026-05-05T05:15:22+08:00,城区道路修好后通畅多了,"修好,通畅,城区,道路",11,urban_operation,service,喜爱,1.0,positive,1.0,medium,0.499,True,宜昌,relevant,住宿服务,2,1,宾馆酒店,,T3,宜昌9加1快捷酒店,main,general,111.354,30.6423,533936.0,3.3913732e+06,宜昌9加1快捷酒店,住宿服务,0.98,Very Positive,0.11,喜悦满意,喜悦满意,,
e1415,xiling_wujia,xiaohongshu,2026-05-04T09:48:30+08:00,2026-05-04T09:48:30+08:00,伍家发展快，变化大,"伍家,变化,发展",9,urban_operation,facility,喜爱,1.0,positive,1.0,low,0.602,True,宜昌,relevant,交通设施服务,5,1,公交车站相关,,T3,儿童公园东门(公交站),main,general,111.2864,30.7052,527432.25,3.3983218e+06,儿童公园东门(公交站),交通设施服务,0.97,Very Positive,0.09,喜悦满意,喜悦满意,,
e1416,xiling_wujia,xiaohongshu,2026-05-02T13:37:32+08:00,2026-05-02T13:37:32+08:00,这段路烂得不像话，半年没人修,"没人修,不像话,这段,半年",14,urban_operation,service,愤怒,1.0,negative,1.0,medium,0.536,True,宜昌,relevant,金融保险服务,0,2,广发银行,,T3,广发银行(西陵支行),main,general,111.2885,30.7117,527632.6,3.3990498e+06,广发银行(西陵支行),金融保险服务,0.02,Very Negative,0.14,不满抱怨,不满抱怨,,
