id_e,scope,source,text,keywords,domain,element,score,polarity,polarity_hint,emotion_intensity,l1_confidence,l2_confidence,emotion_type,category,timestamp,time_label,urban_value,target_type,target_detail,area_tag,zone,has_location,relevance,aspect_primary,aspect_polarity,aspects_json,semantic_target,policy_seed,project_seed,matrix_multi,attribution_confidence,blind_spot,lon,lat
ermawu_T1_00373,ermawu,sim_ermawu_l3l4,回迁政策还在等落实,回迁安置,urban_renewal,服务,0.586,Neutral,neu,0.655,0.735,0.786,急,历史街区,2025-02-08,2025-02 春节·二马路一期开街爆满,0.817,aspect,回迁安置,ermawu,ermawu,1,1,回迁安置,neu,"[""回迁安置""]",回迁安置,防止大拆大建通知(不大规模搬迁原住民),回迁安置;原住民保留,"[[""urban_renewal"", ""服务"", ""主""], [""urban_governance"", ""服务"", ""次""]]",0.708,0,111.278261,30.698004
ermawu_T1_00374,ermawu,sim_ermawu_l3l4,二马路修旧如旧，百年老街焕发新生,修旧如旧,urban_renewal,文化,0.622,Very Positive,pos,0.396,0.767,0.902,喜,历史街区,2025-02-02,2025-02 春节·二马路一期开街爆满,0.413,aspect,修旧如旧,ermawu,ermawu,1,1,修旧如旧,pos,"[""修旧如旧""]",修旧如旧,防止大拆大建通知;关于持续推进城市更新行动的意见,历史街区/历史文化街区保护更新,"[[""urban_renewal"", ""文化"", ""主""], [""urban_operation"", ""文化"", ""次""]]",0.819,0,111.284828,30.694649
ermawu_T1_00375,ermawu,sim_ermawu_l3l4,原住民迁走，没了生活气,烟火气保留,urban_renewal,文化,0.205,Negative,neg,0.718,0.731,0.8,哀,历史街区,2025-02-07,2025-02 春节·二马路一期开街爆满,0.512,aspect,烟火气保留,ermawu,ermawu,1,1,烟火气保留,neg,"[""烟火气保留""]",烟火气保留,防止大拆大建通知(留改拆·留底线),历史街区保护更新;社区营造,"[[""urban_renewal"", ""文化"", ""主""], [""urban_renewal"", ""环境"", ""次""]]",0.711,0,111.279373,30.698271
ermawu_T1_00376,ermawu,sim_ermawu_l3l4,原住民迁走，没了生活气,烟火气保留,urban_renewal,文化,0.104,Negative,neg,0.531,0.945,0.878,哀,历史街区,2025-02-10,2025-02 春节·二马路一期开街爆满,0.796,aspect,烟火气保留,ermawu,ermawu,1,1,烟火气保留,neg,"[""烟火气保留""]",烟火气保留,防止大拆大建通知(留改拆·留底线),历史街区保护更新;社区营造,"[[""urban_renewal"", ""文化"", ""主""], [""urban_renewal"", ""环境"", ""次""]]",0.756,0,111.285792,30.695999
ermawu_T1_00377,ermawu,sim_ermawu_l3l4,老味道流失，可惜,烟火气保留,urban_renewal,文化,0.261,Negative,neg,0.645,0.823,0.89,哀,历史街区,2025-02-06,2025-02 春节·二马路一期开街爆满,0.703,aspect,烟火气保留,ermawu,ermawu,1,1,烟火气保留,neg,"[""烟火气保留""]",烟火气保留,防止大拆大建通知(留改拆·留底线),历史街区保护更新;社区营造,"[[""urban_renewal"", ""文化"", ""主""], [""urban_renewal"", ""环境"", ""次""]]",0.888,0,111.282871,30.698774
ermawu_T1_00378,ermawu,sim_ermawu_l3l4,施工绕行太麻烦,施工扰民,urban_governance,环境,0.226,Negative,neg,0.77,0.933,0.797,愁,历史街区,2025-02-04,2025-02 春节·二马路一期开街爆满,0.785,aspect,施工扰民,ermawu,ermawu,1,1,施工扰民,neg,"[""施工扰民""]",施工扰民,城市体检评估管理办法(施工期扰民),老旧小区改造;施工组织优化,"[[""urban_governance"", ""环境"", ""主""], [""urban_renewal"", ""设施"", ""次""]]",0.791,0,111.27436,30.698657
ermawu_T1_00379,ermawu,sim_ermawu_l3l4,开街垃圾满地没人扫,垃圾秩序,urban_governance,环境,0.257,Negative,neg,0.839,0.821,0.822,愁,历史街区,2025-02-10,2025-02 春节·二马路一期开街爆满,0.679,aspect,垃圾秩序,ermawu,ermawu,1,1,垃圾秩序,neg,"[""垃圾秩序""]",垃圾秩序,城市更新行动意见(市容治理),市容环境治理;垃圾分类,"[[""urban_governance"", ""环境"", ""主""], [""urban_governance"", ""服务"", ""次""]]",0.771,0,111.287666,30.694541
ermawu_T1_00380,ermawu,sim_ermawu_l3l4,盼着开街呢，老街改造进度有点慢,文旅活力,urban_operation,事件,0.548,Neutral,neu,0.724,0.861,0.758,盼,历史街区,2025-02-10,2025-02 春节·二马路一期开街爆满,0.684,aspect,文旅活力,ermawu,ermawu,1,1,文旅活力,neu,"[""文旅活力""]",文旅活力,"城市更新""十五五""规划(文脉保护;文旅)",文旅品牌;节假日活动组织,"[[""urban_operation"", ""事件"", ""主""], [""urban_operation"", ""文化"", ""次""]]",0.754,1,111.285979,30.694212
ermawu_T1_00381,ermawu,sim_ermawu_l3l4,停车太难，绕三圈找不到,停车难,urban_governance,设施,0.124,Very Negative,neg,0.611,0.84,0.811,怒,历史街区,2025-02-09,2025-02 春节·二马路一期开街爆满,0.516,aspect,停车难,ermawu,ermawu,1,1,停车难,neg,"[""停车难""]",停车难,完整社区(配套设施补齐);一刻钟生活圈,停车设施补齐;配套完善,"[[""urban_governance"", ""设施"", ""主""], [""urban_planning"", ""设施"", ""次""]]",0.861,0,111.28073,30.691975
ermawu_T1_00382,ermawu,sim_ermawu_l3l4,文创老店+特色美食，业态丰富,业态丰富度,urban_operation,服务,0.912,Very Positive,pos,0.373,0.752,0.777,乐,历史街区,2025-02-04,2025-02 春节·二马路一期开街爆满,0.562,aspect,业态丰富度,ermawu,ermawu,1,1,业态丰富度,pos,"[""业态丰富度""]",业态丰富度,关于持续推进城市更新行动的意见(业态引导),业态多元化引导;业态调整,"[[""urban_operation"", ""服务"", ""主""], [""urban_renewal"", ""服务"", ""次""]]",0.737,0,111.277334,30.696498
ermawu_T1_00383,ermawu,sim_ermawu_l3l4,人多秩序乱，占道,垃圾秩序,urban_governance,环境,0.366,Very Negative,neg,0.821,0.916,0.814,愁,历史街区,2025-02-07,2025-02 春节·二马路一期开街爆满,0.874,aspect,垃圾秩序,ermawu,ermawu,1,1,垃圾秩序,neg,"[""垃圾秩序""]",垃圾秩序,城市更新行动意见(市容治理),市容环境治理;垃圾分类,"[[""urban_governance"", ""环境"", ""主""], [""urban_governance"", ""服务"", ""次""]]",0.695,0,111.28625,30.696873
ermawu_T1_00384,ermawu,sim_ermawu_l3l4,保留原貌真有味道，修新如旧做得好,修旧如旧,urban_renewal,文化,0.586,Neutral,neu,0.437,0.94,0.739,盼,历史街区,2025-02-06,2025-02 春节·二马路一期开街爆满,0.566,aspect,修旧如旧,ermawu,ermawu,1,1,修旧如旧,neu,"[""修旧如旧""]",修旧如旧,防止大拆大建通知;关于持续推进城市更新行动的意见,历史街区/历史文化街区保护更新,"[[""urban_renewal"", ""文化"", ""主""], [""urban_operation"", ""文化"", ""次""]]",0.717,0,111.28336,30.690971
ermawu_T1_00385,ermawu,sim_ermawu_l3l4,回迁户型不满意,回迁安置,urban_renewal,服务,0.229,Negative,neg,0.704,0.811,0.848,怒,历史街区,2025-02-10,2025-02 春节·二马路一期开街爆满,0.534,aspect,回迁安置,ermawu,ermawu,1,1,回迁安置,neg,"[""回迁安置""]",回迁安置,防止大拆大建通知(不大规模搬迁原住民),回迁安置;原住民保留,"[[""urban_renewal"", ""服务"", ""主""], [""urban_governance"", ""服务"", ""次""]]",0.744,0,111.276303,30.701516
ermawu_T1_00386,ermawu,sim_ermawu_l3l4,人多秩序乱，占道,垃圾秩序,urban_governance,环境,0.095,Very Negative,neg,0.672,0.813,0.795,哀,历史街区,2025-02-06,2025-02 春节·二马路一期开街爆满,0.82,aspect,垃圾秩序,ermawu,ermawu,1,1,垃圾秩序,neg,"[""垃圾秩序""]",垃圾秩序,城市更新行动意见(市容治理),市容环境治理;垃圾分类,"[[""urban_governance"", ""环境"", ""主""], [""urban_governance"", ""服务"", ""次""]]",0.915,0,111.279046,30.693259
ermawu_T1_00387,ermawu,sim_ermawu_l3l4,节假日保洁跟不上,垃圾秩序,urban_governance,环境,0.384,Negative,neg,0.871,0.914,0.745,怒,历史街区,2025-02-05,2025-02 春节·二马路一期开街爆满,0.671,aspect,垃圾秩序,ermawu,ermawu,1,1,垃圾秩序,neg,"[""垃圾秩序""]",垃圾秩序,城市更新行动意见(市容治理),市容环境治理;垃圾分类,"[[""urban_governance"", ""环境"", ""主""], [""urban_governance"", ""服务"", ""次""]]",0.709,0,111.279945,30.694336
ermawu_T1_00388,ermawu,sim_ermawu_l3l4,五一10万人，体验拉胯,文旅活力,urban_operation,事件,0.106,Negative,neg,0.829,0.836,0.852,哀,历史街区,2025-02-05,2025-02 春节·二马路一期开街爆满,0.777,aspect,文旅活力,ermawu,ermawu,1,1,文旅活力,neg,"[""文旅活力""]",文旅活力,"城市更新""十五五""规划(文脉保护;文旅)",文旅品牌;节假日活动组织,"[[""urban_operation"", ""事件"", ""主""], [""urban_operation"", ""文化"", ""次""]]",0.757,1,111.282448,30.698943
ermawu_T1_00389,ermawu,sim_ermawu_l3l4,节假日保洁跟不上,垃圾秩序,urban_governance,环境,0.082,Very Negative,neg,0.851,0.751,0.758,怒,历史街区,2025-02-07,2025-02 春节·二马路一期开街爆满,0.569,aspect,垃圾秩序,ermawu,ermawu,1,1,垃圾秩序,neg,"[""垃圾秩序""]",垃圾秩序,城市更新行动意见(市容治理),市容环境治理;垃圾分类,"[[""urban_governance"", ""环境"", ""主""], [""urban_governance"", ""服务"", ""次""]]",0.936,0,111.27564,30.695321
ermawu_T1_00390,ermawu,sim_ermawu_l3l4,施工期灰尘大,施工扰民,urban_governance,环境,0.387,Negative,neg,0.642,0.807,0.742,怒,历史街区,2025-02-02,2025-02 春节·二马路一期开街爆满,0.513,aspect,施工扰民,ermawu,ermawu,1,1,施工扰民,neg,"[""施工扰民""]",施工扰民,城市体检评估管理办法(施工期扰民),老旧小区改造;施工组织优化,"[[""urban_governance"", ""环境"", ""主""], [""urban_renewal"", ""设施"", ""次""]]",0.719,0,111.282898,30.698269
ermawu_T1_00391,ermawu,sim_ermawu_l3l4,期待焕新效果,文旅活力,urban_operation,事件,0.53,Neutral,neu,0.76,0.844,0.857,盼,历史街区,2025-02-04,2025-02 春节·二马路一期开街爆满,0.642,aspect,文旅活力,ermawu,ermawu,1,1,文旅活力,neu,"[""文旅活力""]",文旅活力,"城市更新""十五五""规划(文脉保护;文旅)",文旅品牌;节假日活动组织,"[[""urban_operation"", ""事件"", ""主""], [""urban_operation"", ""文化"", ""次""]]",0.928,1,111.284801,30.692483
ermawu_T1_00392,ermawu,sim_ermawu_l3l4,开街后保洁跟上了,垃圾秩序,urban_governance,环境,0.537,Neutral,neu,0.796,0.928,0.858,盼,历史街区,2025-02-01,2025-02 春节·二马路一期开街爆满,0.81,aspect,垃圾秩序,ermawu,ermawu,1,1,垃圾秩序,neu,"[""垃圾秩序""]",垃圾秩序,城市更新行动意见(市容治理),市容环境治理;垃圾分类,"[[""urban_governance"", ""环境"", ""主""], [""urban_governance"", ""服务"", ""次""]]",0.727,0,111.284187,30.691987
ermawu_T1_00393,ermawu,sim_ermawu_l3l4,施工绕行太麻烦,施工扰民,urban_governance,环境,0.336,Very Negative,neg,0.689,0.893,0.817,怒,历史街区,2025-02-03,2025-02 春节·二马路一期开街爆满,0.409,aspect,施工扰民,ermawu,ermawu,1,1,施工扰民,neg,"[""施工扰民""]",施工扰民,城市体检评估管理办法(施工期扰民),老旧小区改造;施工组织优化,"[[""urban_governance"", ""环境"", ""主""], [""urban_renewal"", ""设施"", ""次""]]",0.869,0,111.27911,30.694782
ermawu_T1_00394,ermawu,sim_ermawu_l3l4,老味道还在，没变味,烟火气保留,urban_renewal,文化,0.911,Positive,pos,0.714,0.768,0.821,喜,历史街区,2025-02-10,2025-02 春节·二马路一期开街爆满,0.703,aspect,烟火气保留,ermawu,ermawu,1,1,烟火气保留,pos,"[""烟火气保留""]",烟火气保留,防止大拆大建通知(留改拆·留底线),历史街区保护更新;社区营造,"[[""urban_renewal"", ""文化"", ""主""], [""urban_renewal"", ""环境"", ""次""]]",0.786,0,111.275014,30.699185
ermawu_T1_00395,ermawu,sim_ermawu_l3l4,施工绕行太麻烦,施工扰民,urban_governance,环境,0.298,Very Negative,neg,0.528,0.819,0.763,愁,历史街区,2025-02-03,2025-02 春节·二马路一期开街爆满,0.62,aspect,施工扰民,ermawu,ermawu,1,1,施工扰民,neg,"[""施工扰民""]",施工扰民,城市体检评估管理办法(施工期扰民),老旧小区改造;施工组织优化,"[[""urban_governance"", ""环境"", ""主""], [""urban_renewal"", ""设施"", ""次""]]",0.948,0,111.287099,30.693181
ermawu_T1_00396,ermawu,sim_ermawu_l3l4,期待焕新效果,文旅活力,urban_operation,事件,0.51,Neutral,neu,0.429,0.885,0.92,急,历史街区,2025-02-02,2025-02 春节·二马路一期开街爆满,0.81,aspect,文旅活力,ermawu,ermawu,1,1,文旅活力,neu,"[""文旅活力""]",文旅活力,"城市更新""十五五""规划(文脉保护;文旅)",文旅品牌;节假日活动组织,"[[""urban_operation"", ""事件"", ""主""], [""urban_operation"", ""文化"", ""次""]]",0.756,1,111.275212,30.698592
ermawu_T1_00397,ermawu,sim_ermawu_l3l4,施工快收尾了，忍忍,施工扰民,urban_governance,环境,0.447,Neutral,neu,0.442,0.773,0.809,急,历史街区,2025-02-09,2025-02 春节·二马路一期开街爆满,0.431,aspect,施工扰民,ermawu,ermawu,1,1,施工扰民,neu,"[""施工扰民""]",施工扰民,城市体检评估管理办法(施工期扰民),老旧小区改造;施工组织优化,"[[""urban_governance"", ""环境"", ""主""], [""urban_renewal"", ""设施"", ""次""]]",0.733,0,111.282983,30.690537
ermawu_T1_00398,ermawu,sim_ermawu_l3l4,业态还在调整中,业态丰富度,urban_operation,服务,0.452,Neutral,neu,0.685,0.851,0.842,盼,历史街区,2025-02-04,2025-02 春节·二马路一期开街爆满,0.465,aspect,业态丰富度,ermawu,ermawu,1,1,业态丰富度,neu,"[""业态丰富度""]",业态丰富度,关于持续推进城市更新行动的意见(业态引导),业态多元化引导;业态调整,"[[""urban_operation"", ""服务"", ""主""], [""urban_renewal"", ""服务"", ""次""]]",0.893,0,111.280808,30.695538
ermawu_T1_00399,ermawu,sim_ermawu_l3l4,开街垃圾满地没人扫,垃圾秩序,urban_governance,环境,0.255,Negative,neg,0.593,0.762,0.848,愁,历史街区,2025-02-04,2025-02 春节·二马路一期开街爆满,0.783,aspect,垃圾秩序,ermawu,ermawu,1,1,垃圾秩序,neg,"[""垃圾秩序""]",垃圾秩序,城市更新行动意见(市容治理),市容环境治理;垃圾分类,"[[""urban_governance"", ""环境"", ""主""], [""urban_governance"", ""服务"", ""次""]]",0.906,0,111.276669,30.697057
ermawu_T1_00400,ermawu,sim_ermawu_l3l4,回迁户型不满意,回迁安置,urban_renewal,服务,0.281,Very Negative,neg,0.684,0.78,0.894,怒,历史街区,2025-02-01,2025-02 春节·二马路一期开街爆满,0.828,aspect,回迁安置,ermawu,ermawu,1,1,回迁安置,neg,"[""回迁安置""]",回迁安置,防止大拆大建通知(不大规模搬迁原住民),回迁安置;原住民保留,"[[""urban_renewal"", ""服务"", ""主""], [""urban_governance"", ""服务"", ""次""]]",0.736,0,111.278156,30.698555
ermawu_T1_00401,ermawu,sim_ermawu_l3l4,回迁政策还在等落实,回迁安置,urban_renewal,服务,0.492,Neutral,neu,0.61,0.909,0.876,急,历史街区,2025-02-05,2025-02 春节·二马路一期开街爆满,0.737,aspect,回迁安置,ermawu,ermawu,1,1,回迁安置,neu,"[""回迁安置""]",回迁安置,防止大拆大建通知(不大规模搬迁原住民),回迁安置;原住民保留,"[[""urban_renewal"", ""服务"", ""主""], [""urban_governance"", ""服务"", ""次""]]",0.79,0,111.282414,30.697849
ermawu_T1_00402,ermawu,sim_ermawu_l3l4,改造还在施工，吵得受不了,施工扰民,urban_governance,环境,0.053,Very Negative,neg,0.528,0.729,0.889,怒,历史街区,2025-02-01,2025-02 春节·二马路一期开街爆满,0.817,aspect,施工扰民,ermawu,ermawu,1,1,施工扰民,neg,"[""施工扰民""]",施工扰民,城市体检评估管理办法(施工期扰民),老旧小区改造;施工组织优化,"[[""urban_governance"", ""环境"", ""主""], [""urban_renewal"", ""设施"", ""次""]]",0.839,0,111.276865,30.697095
ermawu_T1_00403,ermawu,sim_ermawu_l3l4,既有文化味更有烟火气，难得,烟火气保留,urban_renewal,文化,0.731,Very Positive,pos,0.374,0.816,0.809,喜,历史街区,2025-02-09,2025-02 春节·二马路一期开街爆满,0.834,aspect,烟火气保留,ermawu,ermawu,1,1,烟火气保留,pos,"[""烟火气保留""]",烟火气保留,防止大拆大建通知(留改拆·留底线),历史街区保护更新;社区营造,"[[""urban_renewal"", ""文化"", ""主""], [""urban_renewal"", ""环境"", ""次""]]",0.709,0,111.283849,30.693784
ermawu_T1_00404,ermawu,sim_ermawu_l3l4,盼着开街呢，老街改造进度有点慢,文旅活力,urban_operation,事件,0.535,Neutral,neu,0.564,0.938,0.824,盼,历史街区,2025-02-06,2025-02 春节·二马路一期开街爆满,0.447,aspect,文旅活力,ermawu,ermawu,1,1,文旅活力,neu,"[""文旅活力""]",文旅活力,"城市更新""十五五""规划(文脉保护;文旅)",文旅品牌;节假日活动组织,"[[""urban_operation"", ""事件"", ""主""], [""urban_operation"", ""文化"", ""次""]]",0.761,1,111.282101,30.693852
ermawu_T1_00405,ermawu,sim_ermawu_l3l4,人太多挤得慌，根本走不动,文旅活力,urban_operation,事件,0.153,Negative,neg,0.59,0.75,0.709,哀,历史街区,2025-02-10,2025-02 春节·二马路一期开街爆满,0.463,aspect,文旅活力,ermawu,ermawu,1,1,文旅活力,neg,"[""文旅活力""]",文旅活力,"城市更新""十五五""规划(文脉保护;文旅)",文旅品牌;节假日活动组织,"[[""urban_operation"", ""事件"", ""主""], [""urban_operation"", ""文化"", ""次""]]",0.69,1,111.282903,30.699115
ermawu_T1_00406,ermawu,sim_ermawu_l3l4,期待焕新效果,文旅活力,urban_operation,事件,0.445,Neutral,neu,0.545,0.892,0.918,急,历史街区,2025-02-09,2025-02 春节·二马路一期开街爆满,0.81,aspect,文旅活力,ermawu,ermawu,1,1,文旅活力,neu,"[""文旅活力""]",文旅活力,"城市更新""十五五""规划(文脉保护;文旅)",文旅品牌;节假日活动组织,"[[""urban_operation"", ""事件"", ""主""], [""urban_operation"", ""文化"", ""次""]]",0.929,1,111.275736,30.701364
ermawu_T1_00407,ermawu,sim_ermawu_l3l4,回迁户型不满意,回迁安置,urban_renewal,服务,0.076,Very Negative,neg,0.676,0.777,0.87,愁,历史街区,2025-02-10,2025-02 春节·二马路一期开街爆满,0.837,aspect,回迁安置,ermawu,ermawu,1,1,回迁安置,neg,"[""回迁安置""]",回迁安置,防止大拆大建通知(不大规模搬迁原住民),回迁安置;原住民保留,"[[""urban_renewal"", ""服务"", ""主""], [""urban_governance"", ""服务"", ""次""]]",0.799,0,111.284078,30.695812
ermawu_T1_00408,ermawu,sim_ermawu_l3l4,停车勉强能找,停车难,urban_governance,设施,0.47,Neutral,neu,0.599,0.818,0.758,急,历史街区,2025-02-06,2025-02 春节·二马路一期开街爆满,0.851,aspect,停车难,ermawu,ermawu,1,1,停车难,neu,"[""停车难""]",停车难,完整社区(配套设施补齐);一刻钟生活圈,停车设施补齐;配套完善,"[[""urban_governance"", ""设施"", ""主""], [""urban_planning"", ""设施"", ""次""]]",0.704,0,111.281799,30.69536
ermawu_T1_00409,ermawu,sim_ermawu_l3l4,回迁政策还在等落实,回迁安置,urban_renewal,服务,0.593,Neutral,neu,0.463,0.855,0.884,盼,历史街区,2025-02-08,2025-02 春节·二马路一期开街爆满,0.461,aspect,回迁安置,ermawu,ermawu,1,1,回迁安置,neu,"[""回迁安置""]",回迁安置,防止大拆大建通知(不大规模搬迁原住民),回迁安置;原住民保留,"[[""urban_renewal"", ""服务"", ""主""], [""urban_governance"", ""服务"", ""次""]]",0.793,0,111.277006,30.698899
ermawu_T1_00410,ermawu,sim_ermawu_l3l4,施工绕行太麻烦,施工扰民,urban_governance,环境,0.275,Very Negative,neg,0.58,0.822,0.725,哀,历史街区,2025-02-02,2025-02 春节·二马路一期开街爆满,0.622,aspect,施工扰民,ermawu,ermawu,1,1,施工扰民,neg,"[""施工扰民""]",施工扰民,城市体检评估管理办法(施工期扰民),老旧小区改造;施工组织优化,"[[""urban_governance"", ""环境"", ""主""], [""urban_renewal"", ""设施"", ""次""]]",0.724,0,111.273389,30.698587
ermawu_T1_00411,ermawu,sim_ermawu_l3l4,烟火气这东西见仁见智,烟火气保留,urban_renewal,文化,0.48,Neutral,neu,0.787,0.862,0.859,盼,历史街区,2025-02-05,2025-02 春节·二马路一期开街爆满,0.698,aspect,烟火气保留,ermawu,ermawu,1,1,烟火气保留,neu,"[""烟火气保留""]",烟火气保留,防止大拆大建通知(留改拆·留底线),历史街区保护更新;社区营造,"[[""urban_renewal"", ""文化"", ""主""], [""urban_renewal"", ""环境"", ""次""]]",0.835,0,111.275176,30.699087
ermawu_T1_00412,ermawu,sim_ermawu_l3l4,施工期灰尘大,施工扰民,urban_governance,环境,0.162,Very Negative,neg,0.837,0.777,0.86,愁,历史街区,2025-02-03,2025-02 春节·二马路一期开街爆满,0.898,aspect,施工扰民,ermawu,ermawu,1,1,施工扰民,neg,"[""施工扰民""]",施工扰民,城市体检评估管理办法(施工期扰民),老旧小区改造;施工组织优化,"[[""urban_governance"", ""环境"", ""主""], [""urban_renewal"", ""设施"", ""次""]]",0.794,0,111.274849,30.698378
ermawu_T1_00413,ermawu,sim_ermawu_l3l4,回迁政策还在等落实,回迁安置,urban_renewal,服务,0.474,Neutral,neu,0.38,0.886,0.756,急,历史街区,2025-02-01,2025-02 春节·二马路一期开街爆满,0.509,aspect,回迁安置,ermawu,ermawu,1,1,回迁安置,neu,"[""回迁安置""]",回迁安置,防止大拆大建通知(不大规模搬迁原住民),回迁安置;原住民保留,"[[""urban_renewal"", ""服务"", ""主""], [""urban_governance"", ""服务"", ""次""]]",0.814,0,111.278662,30.694886
ermawu_T1_00414,ermawu,sim_ermawu_l3l4,施工期灰尘大,施工扰民,urban_governance,环境,0.29,Negative,neg,0.534,0.831,0.71,愁,历史街区,2025-02-07,2025-02 春节·二马路一期开街爆满,0.661,aspect,施工扰民,ermawu,ermawu,1,1,施工扰民,neg,"[""施工扰民""]",施工扰民,城市体检评估管理办法(施工期扰民),老旧小区改造;施工组织优化,"[[""urban_governance"", ""环境"", ""主""], [""urban_renewal"", ""设施"", ""次""]]",0.776,0,111.281625,30.693029
ermawu_T1_00415,ermawu,sim_ermawu_l3l4,二马路修旧如旧，百年老街焕发新生,修旧如旧,urban_renewal,文化,0.428,Neutral,neu,0.786,0.814,0.904,急,历史街区,2025-02-01,2025-02 春节·二马路一期开街爆满,0.701,aspect,修旧如旧,ermawu,ermawu,1,1,修旧如旧,neu,"[""修旧如旧""]",修旧如旧,防止大拆大建通知;关于持续推进城市更新行动的意见,历史街区/历史文化街区保护更新,"[[""urban_renewal"", ""文化"", ""主""], [""urban_operation"", ""文化"", ""次""]]",0.776,0,111.276749,30.696618
ermawu_T1_00416,ermawu,sim_ermawu_l3l4,施工期灰尘大,施工扰民,urban_governance,环境,0.053,Very Negative,neg,0.887,0.791,0.852,哀,历史街区,2025-02-08,2025-02 春节·二马路一期开街爆满,0.652,aspect,施工扰民,ermawu,ermawu,1,1,施工扰民,neg,"[""施工扰民""]",施工扰民,城市体检评估管理办法(施工期扰民),老旧小区改造;施工组织优化,"[[""urban_governance"", ""环境"", ""主""], [""urban_renewal"", ""设施"", ""次""]]",0.716,0,111.281704,30.694345
ermawu_T1_00417,ermawu,sim_ermawu_l3l4,业态还在调整中,业态丰富度,urban_operation,服务,0.524,Neutral,neu,0.764,0.925,0.805,盼,历史街区,2025-02-06,2025-02 春节·二马路一期开街爆满,0.705,aspect,业态丰富度,ermawu,ermawu,1,1,业态丰富度,neu,"[""业态丰富度""]",业态丰富度,关于持续推进城市更新行动的意见(业态引导),业态多元化引导;业态调整,"[[""urban_operation"", ""服务"", ""主""], [""urban_renewal"", ""服务"", ""次""]]",0.762,0,111.281612,30.690799
ermawu_T1_00418,ermawu,sim_ermawu_l3l4,施工期灰尘大,施工扰民,urban_governance,环境,0.041,Very Negative,neg,0.705,0.729,0.826,哀,历史街区,2025-02-08,2025-02 春节·二马路一期开街爆满,0.865,aspect,施工扰民,ermawu,ermawu,1,1,施工扰民,neg,"[""施工扰民""]",施工扰民,城市体检评估管理办法(施工期扰民),老旧小区改造;施工组织优化,"[[""urban_governance"", ""环境"", ""主""], [""urban_renewal"", ""设施"", ""次""]]",0.772,0,111.285899,30.694972
ermawu_T1_00419,ermawu,sim_ermawu_l3l4,施工期灰尘大,施工扰民,urban_governance,环境,0.181,Very Negative,neg,0.796,0.867,0.915,哀,历史街区,2025-02-09,2025-02 春节·二马路一期开街爆满,0.797,aspect,施工扰民,ermawu,ermawu,1,1,施工扰民,neg,"[""施工扰民""]",施工扰民,城市体检评估管理办法(施工期扰民),老旧小区改造;施工组织优化,"[[""urban_governance"", ""环境"", ""主""], [""urban_renewal"", ""设施"", ""次""]]",0.898,0,111.277643,30.696483
ermawu_T1_00420,ermawu,sim_ermawu_l3l4,人太多挤得慌，根本走不动,文旅活力,urban_operation,事件,0.368,Very Negative,neg,0.925,0.904,0.91,怒,历史街区,2025-02-07,2025-02 春节·二马路一期开街爆满,0.714,aspect,文旅活力,ermawu,ermawu,1,1,文旅活力,neg,"[""文旅活力""]",文旅活力,"城市更新""十五五""规划(文脉保护;文旅)",文旅品牌;节假日活动组织,"[[""urban_operation"", ""事件"", ""主""], [""urban_operation"", ""文化"", ""次""]]",0.909,1,111.284985,30.694911
ermawu_T1_00421,ermawu,sim_ermawu_l3l4,人太多挤得慌，根本走不动,文旅活力,urban_operation,事件,0.366,Negative,neg,0.89,0.865,0.711,怒,历史街区,2025-02-09,2025-02 春节·二马路一期开街爆满,0.895,aspect,文旅活力,ermawu,ermawu,1,1,文旅活力,neg,"[""文旅活力""]",文旅活力,"城市更新""十五五""规划(文脉保护;文旅)",文旅品牌;节假日活动组织,"[[""urban_operation"", ""事件"", ""主""], [""urban_operation"", ""文化"", ""次""]]",0.773,1,111.277919,30.699599
ermawu_T1_00422,ermawu,sim_ermawu_l3l4,节假日保洁跟不上,垃圾秩序,urban_governance,环境,0.227,Very Negative,neg,0.539,0.782,0.879,怒,历史街区,2025-02-10,2025-02 春节·二马路一期开街爆满,0.825,aspect,垃圾秩序,ermawu,ermawu,1,1,垃圾秩序,neg,"[""垃圾秩序""]",垃圾秩序,城市更新行动意见(市容治理),市容环境治理;垃圾分类,"[[""urban_governance"", ""环境"", ""主""], [""urban_governance"", ""服务"", ""次""]]",0.859,0,111.278988,30.693746
ermawu_T1_00423,ermawu,sim_ermawu_l3l4,开街垃圾满地没人扫,垃圾秩序,urban_governance,环境,0.052,Very Negative,neg,0.703,0.921,0.809,愁,历史街区,2025-02-03,2025-02 春节·二马路一期开街爆满,0.852,aspect,垃圾秩序,ermawu,ermawu,1,1,垃圾秩序,neg,"[""垃圾秩序""]",垃圾秩序,城市更新行动意见(市容治理),市容环境治理;垃圾分类,"[[""urban_governance"", ""环境"", ""主""], [""urban_governance"", ""服务"", ""次""]]",0.775,0,111.286583,30.69404
ermawu_T1_00424,ermawu,sim_ermawu_l3l4,施工绕行太麻烦,施工扰民,urban_governance,环境,0.278,Negative,neg,0.732,0.806,0.863,怒,历史街区,2025-02-02,2025-02 春节·二马路一期开街爆满,0.501,aspect,施工扰民,ermawu,ermawu,1,1,施工扰民,neg,"[""施工扰民""]",施工扰民,城市体检评估管理办法(施工期扰民),老旧小区改造;施工组织优化,"[[""urban_governance"", ""环境"", ""主""], [""urban_renewal"", ""设施"", ""次""]]",0.793,0,111.280396,30.692855
