point_count,cell_id,n_民生基础,n_安全韧性,n_噪声,n_住宅,n_物业,n_停车,n_出行,n_管网安全,n_出行安全,n_消防安全,n_环境安全,n_其他,n_ev_投诉,n_ev_求助,n_ev_建议,n_ev_其他,top_community,n_in_xw,n_in_174,in_xw,in_174,top_class9,top_class9_count,top_aspect
2,grid_400_8547_1293,2,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,,0,0,False,False,物业,1,民生基础
3,grid_400_8491_1312,3,0,2,0,0,1,0,0,0,0,0,0,2,1,0,0,朱市街社区,0,3,False,True,噪声,2,民生基础
1,grid_400_8429_1297,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,,0,0,False,False,噪声,1,民生基础
1,grid_400_8498_1315,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,土街头社区,1,1,True,False,住宅,1,民生基础
1,grid_400_8484_1332,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,,1,0,True,False,消防安全,1,安全韧性
1,grid_400_8477_1391,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,,0,0,False,False,噪声,1,民生基础
1,grid_400_8508_1331,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,润城社区,0,1,False,True,物业,1,民生基础
11,grid_400_8483_1332,9,2,1,3,2,1,2,2,0,0,0,0,11,0,0,0,东艳路社区,11,6,True,True,住宅,3,民生基础
5,grid_400_8518_1332,5,0,2,0,2,1,0,0,0,0,0,0,5,0,0,0,黄金卡社区,0,5,False,True,噪声,2,民生基础
1,grid_400_8456_1356,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,鸡山社区,0,1,False,True,物业,1,民生基础
1,grid_400_8492_1333,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,松林路社区,1,1,True,True,噪声,1,民生基础
2,grid_400_8541_1331,1,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,,0,0,False,False,物业,1,民生基础
1,grid_400_8407_1355,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,,0,0,False,False,出行安全,1,安全韧性
4,grid_400_8437_1360,4,0,1,3,0,0,0,0,0,0,0,0,2,2,0,0,下马槽社区,0,4,False,True,住宅,3,民生基础
1,grid_400_8516_1332,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,黄金卡社区,0,1,False,False,住宅,1,民生基础
3,grid_400_8530_1439,3,0,1,2,0,0,0,0,0,0,0,0,2,1,0,0,,0,0,False,False,住宅,2,民生基础
2,grid_400_8480_1332,1,1,0,0,1,0,0,1,0,0,0,0,2,0,0,0,白沙路社区,2,2,True,True,物业,1,民生基础
5,grid_400_8534_1266,5,0,2,0,0,0,3,0,0,0,0,0,5,0,0,0,,0,0,False,False,出行,3,民生基础
1,grid_400_8523_1250,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,,0,0,False,False,停车,1,民生基础
2,grid_400_8504_1331,2,0,0,0,1,0,1,0,0,0,0,0,2,0,0,0,石板社区,2,2,True,True,物业,1,民生基础
25,grid_400_8529_1439,24,1,13,4,3,3,1,0,1,0,0,0,25,0,0,0,,0,0,False,False,噪声,13,民生基础
32,grid_400_8480_1337,31,1,18,4,3,4,2,0,0,1,0,0,31,1,0,0,东站路社区,32,32,True,True,噪声,18,民生基础
4,grid_400_8528_1439,3,1,1,0,1,1,0,1,0,0,0,0,4,0,0,0,,0,0,False,False,噪声,1,民生基础
1,grid_400_8479_1337,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,,1,0,True,False,住宅,1,民生基础
1,grid_400_8493_1486,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,,0,0,False,False,出行,1,民生基础
2,grid_400_8457_1362,1,1,0,0,1,0,0,0,1,0,0,0,0,2,0,0,黄龙寺社区,0,2,False,True,物业,1,民生基础
7,grid_400_8496_1336,7,0,2,4,0,0,1,0,0,0,0,0,6,1,0,0,黑虎山社区,7,7,True,True,住宅,4,民生基础
1,grid_400_8527_1439,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,,0,0,False,False,停车,1,民生基础
10,grid_400_8498_1318,5,5,1,0,4,0,0,2,3,0,0,0,6,1,2,1,锦绣社区,10,10,True,True,物业,4,民生基础
2,grid_400_8478_1337,2,0,1,0,0,1,0,0,0,0,0,0,2,0,0,0,,2,0,True,False,噪声,1,民生基础
4,grid_400_8503_1321,1,3,0,1,0,0,0,3,0,0,0,0,1,3,0,0,镇境山社区,4,4,True,True,管网安全,3,安全韧性
5,grid_400_8483_1343,4,1,0,0,1,1,2,1,0,0,0,0,3,1,1,0,花艳社区,5,5,True,True,出行,2,民生基础
1,grid_400_8490_1276,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,,0,0,False,False,出行安全,1,安全韧性
6,grid_400_8433_1360,4,2,0,1,1,0,2,1,1,0,0,0,1,2,3,0,云池社区,0,6,False,True,出行,2,民生基础
1,grid_400_8487_1294,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,,0,0,False,False,出行,1,民生基础
60,grid_400_8497_1318,49,11,14,10,17,7,1,6,5,0,0,0,43,14,3,0,翁家堰社区,60,60,True,True,物业,17,民生基础
40,grid_400_8477_1337,36,4,22,4,3,5,2,0,4,0,0,0,36,4,0,0,柏临河路社区,40,16,True,True,噪声,22,民生基础
22,grid_400_8502_1321,16,6,8,3,2,3,0,5,1,0,0,0,11,11,0,0,大堰湾社区,22,22,True,True,噪声,8,民生基础
3,grid_400_8485_1317,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,五龙社区,0,3,False,True,管网安全,3,安全韧性
6,grid_400_8490_1320,6,0,2,0,0,2,2,0,0,0,0,0,6,0,0,0,胜利二路社区,6,6,True,True,噪声,2,民生基础
3,grid_400_8496_1318,3,0,1,0,0,1,1,0,0,0,0,0,2,1,0,0,铁路坝社区,3,3,True,True,噪声,1,民生基础
34,grid_400_8476_1337,32,2,12,11,4,4,1,2,0,0,0,0,31,3,0,0,柏临河路社区,34,3,True,False,噪声,12,民生基础
4,grid_400_8501_1321,1,3,1,0,0,0,0,1,2,0,0,0,1,3,0,0,望洲社区,4,4,True,True,出行安全,2,安全韧性
3,grid_400_8456_1359,0,3,0,0,0,0,0,0,3,0,0,0,3,0,0,0,六泉湖社区,0,3,False,True,出行安全,3,安全韧性
1,grid_400_8481_1343,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,,1,0,True,False,物业,1,民生基础
1,grid_400_8470_1451,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,,0,0,False,False,物业,1,民生基础
96,grid_400_8489_1320,80,16,26,0,1,1,52,3,13,0,0,0,63,17,16,0,,96,0,True,False,出行,52,民生基础
27,grid_400_8495_1318,20,7,4,7,8,0,1,6,1,0,0,0,17,10,0,0,气象台社区,27,27,True,True,物业,8,民生基础
15,grid_400_8475_1337,12,3,4,1,2,4,1,2,1,0,0,0,13,2,0,0,鑫鼎社区,15,15,True,True,噪声,4,民生基础
6,grid_400_8500_1321,3,3,0,3,0,0,0,1,2,0,0,0,4,2,0,0,船柴社区,6,6,True,True,住宅,3,民生基础
11,grid_400_8522_1338,11,0,6,2,0,0,3,0,0,0,0,0,10,1,0,0,,0,0,False,False,噪声,6,民生基础
9,grid_400_8480_1343,7,2,2,0,1,1,3,0,1,1,0,0,9,0,0,0,,9,0,True,False,出行,3,民生基础
1,grid_400_8493_1256,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,,0,0,False,False,出行,1,民生基础
11,grid_400_8488_1320,11,0,10,0,0,0,1,0,0,0,0,0,10,1,0,0,,0,0,False,False,噪声,10,民生基础
11,grid_400_8494_1318,7,4,3,0,1,3,0,0,3,1,0,0,6,5,0,0,夷陵路社区,11,11,True,True,噪声,3,民生基础
2,grid_400_8474_1337,2,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,临江坪社区,2,2,True,True,住宅,2,民生基础
4,grid_400_8530_1442,3,1,2,0,1,0,0,1,0,0,0,0,2,2,0,0,,0,0,False,False,噪声,2,民生基础
15,grid_400_8499_1321,11,4,4,2,5,0,0,2,1,1,0,0,10,5,0,0,营盘路社区,15,15,True,True,物业,5,民生基础
3,grid_400_8454_1359,3,0,2,0,0,1,0,0,0,0,0,0,2,1,0,0,六泉湖社区,0,3,False,True,噪声,2,民生基础
3,grid_400_8511_1275,2,1,0,0,1,0,1,1,0,0,0,0,2,1,0,0,,0,0,False,False,物业,1,民生基础
53,grid_400_8493_1318,44,9,16,8,9,11,0,6,2,1,0,0,40,12,1,0,小林园社区,53,53,True,True,噪声,16,民生基础
12,grid_400_8430_1365,12,0,9,2,1,0,0,0,0,0,0,0,12,0,0,0,,0,0,False,False,噪声,9,民生基础
3,grid_400_8467_1342,3,0,1,0,1,0,1,0,0,0,0,0,3,0,0,0,龙盘湖社区,3,3,True,True,噪声,1,民生基础
5,grid_400_8498_1321,4,1,0,0,4,0,0,1,0,0,0,0,5,0,0,0,土城路社区,5,5,True,True,物业,4,民生基础
19,grid_400_8478_1343,15,4,0,3,10,2,0,1,3,0,0,0,17,2,0,0,花溪路社区,19,19,True,True,物业,10,民生基础
7,grid_400_8480_1340,4,3,1,0,0,3,0,0,3,0,0,0,6,1,0,0,花艳社区,7,1,True,False,停车,3,民生基础
1,grid_400_8491_1341,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,东锦苑社区,0,1,False,True,出行安全,1,安全韧性
94,grid_400_8492_1318,82,12,13,24,16,14,15,2,9,1,0,0,64,26,4,0,新隆康路社区,94,94,True,True,住宅,24,民生基础
1,grid_400_8538_1342,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,,0,0,False,False,噪声,1,民生基础
24,grid_400_8497_1321,14,10,2,6,1,4,1,10,0,0,0,0,11,13,0,0,土城路社区,24,24,True,True,管网安全,10,民生基础
19,grid_400_8477_1343,16,3,7,1,6,0,2,0,3,0,0,0,15,3,1,0,花溪路社区,19,19,True,True,噪声,7,民生基础
1,grid_400_8489_1279,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,,0,0,False,False,出行安全,1,安全韧性
18,grid_400_8504_1363,17,0,14,0,0,0,3,0,0,0,0,1,18,0,0,0,,0,0,False,False,噪声,14,民生基础
6,grid_400_8519_1284,6,0,0,4,2,0,0,0,0,0,0,0,6,0,0,0,,0,0,False,False,住宅,4,民生基础
3,grid_400_8491_1318,2,1,2,0,0,0,0,1,0,0,0,0,3,0,0,0,新隆康路社区,3,3,True,False,噪声,2,民生基础
1,grid_400_8453_1349,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,长江新村社区,0,1,False,True,管网安全,1,安全韧性
9,grid_400_8496_1321,7,2,2,4,0,1,0,1,0,1,0,0,6,2,1,0,香锦社区,9,9,True,True,住宅,4,民生基础
2,grid_400_8476_1343,0,2,0,0,0,0,0,0,2,0,0,0,1,1,0,0,花溪路社区,2,1,True,True,出行安全,2,安全韧性
3,grid_400_8478_1340,2,1,1,0,0,1,0,0,0,1,0,0,3,0,0,0,柏临河路社区,3,3,True,True,噪声,1,民生基础
5,grid_400_8503_1324,4,1,2,1,0,0,1,0,1,0,0,0,4,1,0,0,黄河路社区,5,5,True,True,噪声,2,民生基础
25,grid_400_8514_1325,24,1,9,8,2,5,0,0,1,0,0,0,24,0,1,0,兴安社区,0,25,False,True,噪声,9,民生基础
26,grid_400_8495_1321,23,3,1,7,5,2,8,2,1,0,0,0,20,3,3,0,白龙井社区,26,26,True,True,出行,8,民生基础
32,grid_400_8475_1343,28,4,9,7,1,10,1,0,1,3,0,0,31,1,0,0,,32,0,True,False,停车,10,民生基础
5,grid_400_8491_1323,4,1,1,1,1,1,0,1,0,0,0,0,4,1,0,0,体育场路社区,5,5,True,True,噪声,1,民生基础
1,grid_400_8476_1278,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,,0,0,False,False,环境安全,1,安全韧性
15,grid_400_8477_1340,12,3,2,3,3,2,2,2,0,1,0,0,10,3,2,0,柏临河路社区,15,15,True,True,住宅,3,民生基础
2,grid_400_8507_1260,1,1,1,0,0,0,0,0,1,0,0,0,2,0,0,0,,0,0,False,False,噪声,1,民生基础
120,grid_400_8502_1324,86,34,34,17,16,10,9,14,20,0,0,0,93,23,4,0,大学路社区,120,120,True,True,噪声,34,民生基础
1,grid_400_8488_1341,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,金巴岭社区,1,1,True,True,出行安全,1,安全韧性
3,grid_400_8406_1387,3,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,,0,0,False,False,噪声,3,民生基础
1,grid_400_8473_1366,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,,0,0,False,False,出行,1,民生基础
93,grid_400_8490_1323,77,16,23,29,12,9,4,8,3,4,1,0,87,6,0,0,建设社区,93,93,True,True,住宅,29,民生基础
4,grid_400_8476_1340,4,0,2,0,1,0,1,0,0,0,0,0,4,0,0,0,柏临河路社区,4,4,True,True,噪声,2,民生基础
4,grid_400_8491_1300,3,1,0,3,0,0,0,1,0,0,0,0,1,3,0,0,,0,0,False,False,住宅,3,民生基础
6,grid_400_8501_1324,6,0,5,0,0,1,0,0,0,0,0,0,6,0,0,0,大学路社区,6,6,True,True,噪声,5,民生基础
1,grid_400_8418_1432,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,,0,0,False,False,出行安全,1,安全韧性
2,grid_400_8512_1325,1,1,0,1,0,0,0,0,1,0,0,0,2,0,0,0,兴安社区,0,2,False,True,住宅,1,民生基础
811,grid_400_8489_1323,691,120,231,148,138,113,61,71,36,13,0,0,666,117,28,0,万达社区,811,811,True,True,噪声,231,民生基础
14,grid_400_8475_1340,12,2,4,1,2,5,0,0,1,1,0,0,13,0,1,0,柏临河路社区,14,11,True,True,停车,5,民生基础
6,grid_400_8500_1324,6,0,6,0,0,0,0,0,0,0,0,0,5,1,0,0,大学路社区,6,6,True,True,噪声,6,民生基础
3,grid_400_8486_1341,2,1,2,0,0,0,0,0,1,0,0,0,3,0,0,0,,3,0,True,False,噪声,2,民生基础
19,grid_400_8488_1323,17,2,9,1,1,5,1,1,0,1,0,0,17,2,0,0,港务社区,19,19,True,True,噪声,9,民生基础
1,grid_400_8499_1324,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,大学路社区,1,1,True,True,环境安全,1,安全韧性
2,grid_400_8485_1341,2,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,,2,0,True,False,住宅,2,民生基础
5,grid_400_8375_1372,3,2,1,0,1,0,1,2,0,0,0,0,2,1,2,0,,0,0,False,False,管网安全,2,民生基础
5,grid_400_8510_1325,5,0,0,0,0,4,1,0,0,0,0,0,5,0,0,0,冯家湾社区,0,5,False,True,停车,4,民生基础
20,grid_400_8512_1322,20,0,11,3,0,4,2,0,0,0,0,0,20,0,0,0,冯家湾社区,0,20,False,True,噪声,11,民生基础
9,grid_400_8473_1340,8,1,3,1,2,0,2,0,1,0,0,0,8,1,0,0,,9,0,True,False,噪声,3,民生基础
2,grid_400_8498_1324,2,0,1,0,1,0,0,0,0,0,0,0,2,0,0,0,东山花园社区,2,2,True,True,噪声,1,民生基础
31,grid_400_8511_1322,27,4,5,10,5,5,2,2,2,0,0,0,30,0,1,0,冯家湾社区,0,31,False,True,住宅,10,民生基础
2,grid_400_8407_1351,2,0,0,0,1,1,0,0,0,0,0,0,0,2,0,0,,0,0,False,False,物业,1,民生基础
1,grid_400_8429_1368,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,,0,0,False,False,噪声,1,民生基础
19,grid_400_8497_1324,15,4,5,4,3,3,0,3,1,0,0,0,12,7,0,0,东山花园社区,19,19,True,True,噪声,5,民生基础
14,grid_400_8510_1322,11,3,3,2,0,1,5,0,1,0,2,0,11,3,0,0,冯家湾社区,0,14,False,True,出行,5,民生基础
28,grid_400_8515_1328,25,3,12,12,1,0,0,2,1,0,0,0,27,1,0,0,朝阳社区,0,28,False,True,噪声,12,民生基础
35,grid_400_8496_1324,25,10,4,9,8,3,1,7,2,1,0,0,20,14,0,1,珠海路社区,35,35,True,True,住宅,9,民生基础
1,grid_400_8507_1325,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,沙河社区,1,1,True,True,管网安全,1,安全韧性
7,grid_400_8514_1328,7,0,2,4,0,1,0,0,0,0,0,0,7,0,0,0,营盘社区,0,7,False,False,住宅,4,民生基础
4,grid_400_8495_1324,4,0,0,3,0,1,0,0,0,0,0,0,4,0,0,0,深圳路社区,4,4,True,True,住宅,3,民生基础
22,grid_400_8491_1326,19,3,13,0,1,4,1,1,1,1,0,0,21,1,0,0,王家坝社区,22,22,True,True,噪声,13,民生基础
2,grid_400_8482_1346,1,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,,0,0,False,False,出行,1,民生基础
78,grid_400_8513_1328,75,3,27,10,11,12,15,1,1,1,0,0,64,6,8,0,东城社区,0,78,False,True,噪声,27,民生基础
5,grid_400_8457_1347,5,0,4,0,0,1,0,0,0,0,0,0,2,3,0,0,虎牙社区,0,5,False,True,噪声,4,民生基础
1,grid_400_8487_1352,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,,0,0,False,False,出行安全,1,安全韧性
6,grid_400_8490_1326,6,0,4,1,0,0,1,0,0,0,0,0,5,0,1,0,王家坝社区,6,6,True,True,噪声,4,民生基础
2,grid_400_8491_1303,1,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,,0,0,False,False,物业,1,民生基础
6,grid_400_8495_1329,4,2,2,2,0,0,0,2,0,0,0,0,6,0,0,0,汕头路社区,6,6,True,True,噪声,2,民生基础
1,grid_400_8496_1306,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,,0,0,False,False,出行,1,民生基础
7,grid_400_8512_1328,5,2,0,0,2,0,3,2,0,0,0,0,5,1,1,0,东城社区,0,7,False,True,出行,3,民生基础
1,grid_400_8486_1352,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,,0,0,False,False,出行,1,民生基础
1,grid_400_8373_1292,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,,0,0,False,False,物业,1,民生基础
7,grid_400_8489_1326,6,1,2,0,2,0,2,1,0,0,0,0,6,0,1,0,东星社区,7,6,True,True,噪声,2,民生基础
4,grid_400_8490_1303,0,4,0,0,0,0,0,4,0,0,0,0,2,2,0,0,,0,0,False,False,管网安全,4,安全韧性
1,grid_400_8494_1329,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,大树湾社区,1,1,True,True,出行安全,1,安全韧性
2,grid_400_8500_1327,2,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,廖家湾社区,2,2,True,True,噪声,1,民生基础
5,grid_400_8568_1283,5,0,0,4,1,0,0,0,0,0,0,0,5,0,0,0,,0,0,False,False,住宅,4,民生基础
99,grid_400_8525_1435,85,14,27,26,12,15,5,8,5,1,0,0,87,10,2,0,,0,0,False,False,噪声,27,民生基础
11,grid_400_8505_1330,9,2,0,4,2,0,3,1,1,0,0,0,7,3,1,0,朝阳路社区,11,11,True,True,住宅,4,民生基础
72,grid_400_8499_1327,70,2,2,53,4,0,11,2,0,0,0,0,64,5,3,0,汕头路社区,72,72,True,True,住宅,53,民生基础
7,grid_400_8479_1346,2,5,0,0,1,1,0,2,3,0,0,0,1,6,0,0,,0,0,False,False,出行安全,3,安全韧性
10,grid_400_8504_1330,2,8,0,0,2,0,0,8,0,0,0,0,7,3,0,0,朝阳路社区,10,10,True,True,管网安全,8,安全韧性
2,grid_400_8448_1352,1,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,桐岭社区,0,2,False,True,停车,1,民生基础
307,grid_400_8487_1326,226,80,62,63,56,31,14,44,29,7,0,1,210,88,9,0,宝联社区,307,15,True,False,住宅,63,民生基础
107,grid_400_8486_1334,87,20,28,6,16,25,12,9,9,2,0,0,87,12,8,0,张家湾社区,107,107,True,True,噪声,28,民生基础
2,grid_400_8498_1327,2,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,汕头路社区,2,2,True,True,噪声,2,民生基础
2,grid_400_8487_1311,1,1,0,0,0,0,1,0,1,0,0,0,2,0,0,0,五龙社区,0,2,False,True,出行,1,民生基础
5,grid_400_8447_1352,4,1,0,2,1,1,0,1,0,0,0,0,4,1,0,0,桐岭社区,0,5,False,True,住宅,2,民生基础
119,grid_400_8486_1326,95,24,30,21,8,22,14,16,7,1,0,0,102,10,7,0,宝联社区,119,116,True,True,噪声,30,民生基础
2,grid_400_8491_1329,2,0,1,1,0,0,0,0,0,0,0,0,2,0,0,0,岳湾路社区,2,2,True,True,噪声,1,民生基础
31,grid_400_8485_1334,27,4,4,7,13,1,2,1,3,0,0,0,25,3,2,1,,31,0,True,False,物业,13,民生基础
1,grid_400_8497_1327,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,青岛路社区,1,1,True,True,住宅,1,民生基础
2,grid_400_8505_1478,2,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,,0,0,False,False,出行,2,民生基础
3,grid_400_8502_1330,3,0,0,1,1,0,1,0,0,0,0,0,2,1,0,0,石板社区,3,3,True,True,住宅,1,民生基础
1,grid_400_8532_1335,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,,0,0,False,False,环境安全,1,安全韧性
1,grid_400_8486_1311,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,五龙社区,0,1,False,True,管网安全,1,安全韧性
1,grid_400_8533_1436,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,,0,0,False,False,出行,1,民生基础
4,grid_400_8488_1293,3,1,1,1,0,0,1,1,0,0,0,0,2,2,0,0,,0,0,False,False,噪声,1,民生基础
3,grid_400_8504_1312,2,1,0,0,0,0,2,1,0,0,0,0,1,2,0,0,至喜社区,0,3,False,True,出行,2,民生基础
1,grid_400_8485_1326,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,古塔社区,1,1,True,True,出行安全,1,安全韧性
6,grid_400_8490_1329,3,3,0,0,0,1,2,1,2,0,0,0,4,0,2,0,岳湾路社区,6,3,True,True,出行,2,民生基础
77,grid_400_8484_1334,67,10,34,3,17,4,9,4,6,0,0,0,55,16,6,0,,77,0,True,False,噪声,34,民生基础
2,grid_400_8458_1358,0,2,0,0,0,0,0,0,2,0,0,0,0,2,0,0,鸡山社区,0,2,False,True,出行安全,2,安全韧性
1,grid_400_8485_1311,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,五龙社区,0,1,False,True,管网安全,1,安全韧性
1,grid_400_8488_1285,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,,0,0,False,False,噪声,1,民生基础
80,grid_400_8508_1333,69,11,25,20,14,7,3,6,3,2,0,0,71,7,2,0,,0,0,False,False,噪声,25,民生基础
240,grid_400_8489_1329,213,27,85,32,45,35,16,13,9,4,1,0,193,34,12,1,中南路社区,240,44,True,True,噪声,85,民生基础
1,grid_400_8457_1358,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,鸡山社区,0,1,False,True,出行安全,1,安全韧性
547,grid_400_8500_1330,506,40,186,150,80,55,35,23,7,9,1,1,501,34,12,0,朝阳路社区,547,547,True,True,噪声,186,民生基础
1,grid_400_8531_1436,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,,0,0,False,False,停车,1,民生基础
29,grid_400_8507_1333,17,12,11,2,1,1,2,4,8,0,0,0,17,9,3,0,,0,0,False,False,噪声,11,民生基础
156,grid_400_8488_1329,146,10,71,23,14,27,11,4,5,1,0,0,140,9,7,0,岳湾路社区,156,156,True,True,噪声,71,民生基础
10,grid_400_8482_1334,9,1,0,3,2,4,0,0,1,0,0,0,8,1,1,0,桔城路社区,10,8,True,True,停车,4,民生基础
2,grid_400_8425_1379,2,0,1,0,0,0,1,0,0,0,0,0,2,0,0,0,,0,0,False,False,噪声,1,民生基础
31,grid_400_8484_1331,31,0,5,5,13,4,4,0,0,0,0,0,26,1,4,0,艾家嘴社区,31,31,True,True,物业,13,民生基础
1,grid_400_8493_1459,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,,0,0,False,False,出行,1,民生基础
3,grid_400_8484_1316,2,1,0,0,2,0,0,1,0,0,0,0,1,2,0,0,,0,0,False,True,物业,2,民生基础
12,grid_400_8532_1433,9,3,5,1,1,0,2,1,2,0,0,0,9,1,2,0,,0,0,False,False,噪声,5,民生基础
16,grid_400_8481_1334,12,4,1,1,4,3,3,2,2,0,0,0,11,3,2,0,桔城路社区,16,15,True,True,物业,4,民生基础
34,grid_400_8483_1331,30,4,10,4,8,4,4,3,0,1,0,0,27,6,1,0,,34,0,True,False,噪声,10,民生基础
25,grid_400_8492_1335,22,3,2,0,6,5,9,0,1,2,0,0,19,5,1,0,,25,0,True,False,出行,9,民生基础
3,grid_400_8525_1438,1,2,0,0,1,0,0,1,1,0,0,0,2,0,1,0,,0,0,False,False,物业,1,安全韧性
3,grid_400_8443_1357,3,0,0,1,0,1,1,0,0,0,0,0,1,0,2,0,新金岭社区,0,3,False,True,住宅,1,民生基础
11,grid_400_8522_1329,11,0,7,1,1,0,2,0,0,0,0,0,10,1,0,0,,0,0,False,False,噪声,7,民生基础
16,grid_400_8480_1334,15,1,4,3,2,5,1,0,1,0,0,0,14,2,0,0,白马山社区,16,16,True,True,停车,5,民生基础
5,grid_400_8482_1331,4,1,0,3,0,0,1,0,0,1,0,0,3,2,0,0,东艳路社区,5,5,True,True,住宅,3,民生基础
1,grid_400_8438_1289,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,,0,0,False,False,管网安全,1,安全韧性
1,grid_400_8504_1333,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,石板社区,1,1,True,True,出行安全,1,安全韧性
3,grid_400_8499_1312,2,1,0,0,1,1,0,0,1,0,0,0,2,1,0,0,,0,0,False,False,物业,1,民生基础
12,grid_400_8529_1441,12,0,5,4,2,1,0,0,0,0,0,0,11,1,0,0,,0,0,False,False,噪声,5,民生基础
58,grid_400_8479_1334,53,5,20,17,10,4,2,3,2,0,0,0,47,9,2,0,伍临路社区,58,58,True,True,噪声,20,民生基础
25,grid_400_8481_1331,24,1,4,4,10,4,2,0,1,0,0,0,24,1,0,0,白沙脑社区,25,12,True,True,物业,10,民生基础
1,grid_400_8492_1332,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,大树湾社区,1,1,True,False,管网安全,1,安全韧性
46,grid_400_8416_1373,39,7,27,7,2,0,3,1,6,0,0,0,43,1,2,0,,0,0,False,False,噪声,27,民生基础
1,grid_400_8503_1333,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,石板社区,1,1,True,True,住宅,1,民生基础
2,grid_400_8528_1441,2,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,,0,0,False,False,噪声,1,民生基础
4,grid_400_8452_1358,4,0,1,1,0,2,0,0,0,0,0,0,2,1,0,1,六泉湖社区,0,4,False,True,停车,2,民生基础
6,grid_400_8480_1331,6,0,1,4,0,1,0,0,0,0,0,0,6,0,0,0,白沙脑社区,6,6,True,True,住宅,4,民生基础
2,grid_400_8488_1358,2,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,,0,0,False,False,出行,2,民生基础
1,grid_400_8474_1336,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,临江溪社区,1,1,True,True,管网安全,1,安全韧性
10,grid_400_8479_1339,7,3,1,1,3,2,0,1,1,1,0,0,5,5,0,0,,10,0,True,False,物业,3,民生基础
8,grid_400_8527_1441,7,1,3,0,4,0,0,1,0,0,0,0,8,0,0,0,,0,0,False,False,物业,4,民生基础
